set_no,name,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,price_store,price_new,price_used,rating_value,rating_votes
75159-1,Death Star,Licensed,Star Wars,Ultimate Collector Series,2016.0,4016.0,27.0,499.99,417.0,392.0,4.0,2.0
75821-1,Piggy Car Escape,Licensed,The Angry Birds Movie,,2016.0,74.0,2.0,12.99,11.0,3.0,3.5,2.0
75822-1,Piggy Plane Attack,Licensed,The Angry Birds Movie,,2016.0,168.0,2.0,19.99,20.0,8.0,,
75823-1,Bird Island Egg Heist,Licensed,The Angry Birds Movie,,2016.0,277.0,3.0,29.99,23.0,15.0,3.0,1.0
75824-1,Pig City Teardown,Licensed,The Angry Birds Movie,,2016.0,386.0,4.0,39.99,36.0,21.0,4.0,2.0
75825-1,Piggy Pirate Ship,Licensed,The Angry Birds Movie,,2016.0,620.0,4.0,59.99,47.0,34.0,4.7,3.0
75826-1,King Pig's Castle,Licensed,The Angry Birds Movie,,2016.0,859.0,5.0,89.99,81.0,60.0,4.0,1.0
75827-1,Firehouse Headquarters ,Licensed,Ghostbusters,,2016.0,4634.0,10.0,349.99,364.0,324.0,4.7,3.0
75828-1,Ecto-1 & 2,Licensed,Ghostbusters,,2016.0,556.0,6.0,59.99,63.0,46.0,4.5,4.0
75870-1,Chevrolet Corvette Z06,Licensed,Speed Champions,Chevrolet,2016.0,173.0,1.0,14.99,37.0,25.0,4.5,2.0
75871-1,Ford Mustang GT,Licensed,Speed Champions,Ford,2016.0,185.0,1.0,14.99,43.0,25.0,5.0,3.0
75872-1,Audi R18 e-tron quattro,Licensed,Speed Champions,Audi,2016.0,166.0,1.0,14.99,32.0,19.0,,
75873-1,Audi R8 LMS ultra,Licensed,Speed Champions,Audi,2016.0,175.0,1.0,14.99,34.0,28.0,3.0,2.0
75874-1,Chevrolet Camaro Drag Race,Licensed,Speed Champions,Chevrolet,2016.0,445.0,3.0,29.99,69.0,26.0,5.0,1.0
75875-1,Ford F-150 Raptor & Ford Model A Hot Rod,Licensed,Speed Champions,Ford,2016.0,664.0,4.0,49.99,77.0,50.0,5.0,1.0
75876-1,Porsche 919 Hybrid and 917K Pit Lane,Licensed,Speed Champions,Porsche,2016.0,732.0,5.0,69.99,93.0,65.0,5.0,1.0
76044-1,Clash of the Heroes,Licensed,DC Comics Super Heroes,DC Extended Universe,2016.0,92.0,2.0,12.99,16.0,11.0,4.4,13.0
76045-1,Kryptonite Interception,Licensed,DC Comics Super Heroes,DC Extended Universe,2016.0,306.0,3.0,29.99,32.0,19.0,4.8,8.0
76046-1,Heroes of Justice: Sky High Battle,Licensed,DC Comics Super Heroes,DC Extended Universe,2016.0,517.0,5.0,59.99,36.0,34.0,4.4,5.0
76047-1,Black Panther Pursuit,Licensed,Marvel Super Heroes,Captain America: Civil War,2016.0,287.0,3.0,29.99,44.0,29.0,4.4,9.0
76048-1,Iron Skull Sub Attack,Licensed,Marvel Super Heroes,Avengers Assemble,2016.0,335.0,4.0,29.99,35.0,21.0,3.5,4.0
76049-1,Avenjet Space Mission,Licensed,Marvel Super Heroes,Avengers Assemble,2016.0,523.0,5.0,59.99,77.0,68.0,4.8,4.0
76050-1,Crossbones' Hazard Heist,Licensed,Marvel Super Heroes,Captain America: Civil War,2016.0,179.0,3.0,19.99,21.0,15.0,4.1,8.0
76051-1,Super Hero Airport Battle,Licensed,Marvel Super Heroes,Captain America: Civil War,2016.0,807.0,7.0,79.99,140.0,104.0,5.0,9.0
76052-1,Batman Classic TV Series - Batcave,Licensed,DC Comics Super Heroes,Batman Classic TV Series,2016.0,2526.0,9.0,269.99,171.0,174.0,4.3,4.0
76053-1,Gotham City Cycle Chase,Licensed,DC Comics Super Heroes,Batman,2016.0,224.0,3.0,19.99,20.0,11.0,3.3,4.0
76054-1,Batman: Scarecrow Harvest of Fear,Licensed,DC Comics Super Heroes,Batman,2016.0,563.0,5.0,59.99,40.0,30.0,4.7,3.0
76055-1,Batman: Killer Croc Sewer Smash,Licensed,DC Comics Super Heroes,Batman,2016.0,759.0,5.0,79.99,51.0,41.0,5.0,1.0
76056-1,Batman: Rescue from Ra's al Ghul,Licensed,DC Comics Super Heroes,Batman,2016.0,257.0,4.0,29.99,33.0,20.0,,
76057-1,Spider-Man: Web Warriors Ultimate Bridge Battle,Licensed,Marvel Super Heroes,Spider-Man,2016.0,1092.0,7.0,99.99,93.0,73.0,5.0,5.0
76058-1,Spider-Man: Ghost Rider Team-Up,Licensed,Marvel Super Heroes,Spider-Man,2016.0,217.0,3.0,19.99,26.0,17.0,4.6,11.0
76059-1,Spider-Man: Doc Ock's Tentacle Trap,Licensed,Marvel Super Heroes,Spider-Man,2016.0,446.0,5.0,39.99,34.0,32.0,3.0,2.0
76060-1,Doctor Strange's Sanctum Sanctorum,Licensed,Marvel Super Heroes,Miscellaneous,2016.0,358.0,3.0,29.99,33.0,27.0,4.8,8.0
76061-1,Mighty Micros: Batman vs. Catwoman,Licensed,DC Comics Super Heroes,Mighty Micros,2016.0,79.0,2.0,9.99,10.0,6.0,3.0,1.0
76062-1,Mighty Micros: Robin vs. Bane,Licensed,DC Comics Super Heroes,Mighty Micros,2016.0,77.0,2.0,9.99,9.0,6.0,5.0,1.0
76063-1,Mighty Micros: The Flash vs. Captain Cold,Licensed,DC Comics Super Heroes,Mighty Micros,2016.0,88.0,2.0,9.99,10.0,6.0,4.7,3.0
76064-1,Mighty Micros: Spider-Man vs. Green Goblin,Licensed,Marvel Super Heroes,Mighty Micros,2016.0,85.0,2.0,9.99,10.0,5.0,4.5,2.0
76065-1,Mighty Micros: Captain America vs. Red Skull,Licensed,Marvel Super Heroes,Mighty Micros,2016.0,95.0,2.0,9.99,10.0,5.0,4.5,2.0
76066-1,Mighty Micros: Hulk vs. Ultron,Licensed,Marvel Super Heroes,Mighty Micros,2016.0,80.0,2.0,9.99,10.0,7.0,,
76067-1,Tanker Truck Takedown,Licensed,Marvel Super Heroes,Captain America: Civil War,2016.0,330.0,4.0,29.99,37.0,27.0,4.6,5.0
10255-1,Assembly Square,Model making,Creator Expert,Modular Buildings,2017.0,4002.0,9.0,279.99,215.0,185.0,5.0,5.0
10256-1,Taj Mahal,Model making,Creator Expert,Buildings,2017.0,5923.0,0.0,369.99,290.0,231.0,,
10257-1,Carousel,Model making,Creator Expert,Fairground,2017.0,2670.0,7.0,199.99,169.0,150.0,4.8,5.0
10258-1,London Bus,Model making,Creator Expert,Vehicles,2017.0,1686.0,0.0,139.99,98.0,94.0,4.5,2.0
10259-1,Winter Village Station,Model making,Creator Expert,Winter Village,2017.0,902.0,5.0,79.99,71.0,73.0,4.0,1.0
21032-1,Sydney,Model making,Architecture,Skylines,2017.0,361.0,0.0,29.99,38.0,26.0,4.0,1.0
21033-1,Chicago,Model making,Architecture,Skylines,2017.0,444.0,0.0,39.99,49.0,30.0,4.5,2.0
21034-1,London,Model making,Architecture,Skylines,2017.0,468.0,0.0,39.99,35.0,24.0,4.0,3.0
21035-1,Solomon R. Guggenheim Museum,Model making,Architecture,Landmark Series,2017.0,744.0,0.0,79.99,66.0,51.0,5.0,1.0
21036-1,Arc de Triomphe,Model making,Architecture,Landmark Series,2017.0,386.0,0.0,39.99,41.0,34.0,3.7,3.0
21037-1,LEGO House,Model making,Architecture,,2017.0,774.0,0.0,,119.0,89.0,,
21129-1,The Mushroom Island,Licensed,Minecraft,Minifig-scale,2017.0,247.0,2.0,19.99,24.0,22.0,3.0,1.0
21130-1,The Nether Railway,Licensed,Minecraft,Minifig-scale,2017.0,387.0,2.0,29.99,35.0,20.0,,
21131-1,The Ice Spikes,Licensed,Minecraft,Minifig-scale,2017.0,454.0,2.0,39.99,68.0,34.0,,
21132-1,Jungle Temple,Licensed,Minecraft,Minifig-scale,2017.0,598.0,3.0,49.99,110.0,49.0,4.0,1.0
21133-1,The Witch Hut,Licensed,Minecraft,Minifig-scale,2017.0,502.0,2.0,59.99,46.0,41.0,5.0,1.0
21134-1,The Waterfall Base,Licensed,Minecraft,Minifig-scale,2017.0,729.0,4.0,69.99,63.0,34.0,5.0,1.0
21135-1,The Crafting Box 2.0,Licensed,Minecraft,Minifig-scale,2017.0,717.0,2.0,59.99,52.0,38.0,5.0,1.0
21136-1,The Ocean Monument,Licensed,Minecraft,Minifig-scale,2017.0,1122.0,2.0,119.99,97.0,55.0,,
21137-1,The Mountain Cave,Licensed,Minecraft,Minifig-scale,2017.0,2863.0,6.0,249.99,377.0,283.0,,
31054-1,Blue Express ,Model making,Creator,,2017.0,71.0,0.0,4.99,6.0,4.0,5.0,1.0
31055-1,Red Racer,Model making,Creator,,2017.0,72.0,0.0,4.99,4.0,3.0,,
31056-1,Green Cruiser,Model making,Creator,,2017.0,122.0,0.0,9.99,9.0,4.0,4.0,3.0
31057-1,Air Blazer,Model making,Creator,,2017.0,102.0,0.0,9.99,8.0,6.0,,
31058-1,Mighty Dinosaurs,Model making,Creator,,2017.0,174.0,0.0,14.99,11.0,13.0,4.7,3.0
31059-1,Sunset Street Bike,Model making,Creator,,2017.0,194.0,0.0,19.99,20.0,20.0,,
31060-1,Airshow Aces,Model making,Creator,,2017.0,246.0,0.0,19.99,20.0,8.0,5.0,1.0
31062-1,Robo Explorer,Model making,Creator,,2017.0,205.0,0.0,19.99,19.0,12.0,5.0,3.0
31063-1,Beachside Vacation,Model making,Creator,,2017.0,275.0,2.0,29.99,20.0,15.0,4.0,1.0
31064-1,Island Adventures,Model making,Creator,,2017.0,359.0,1.0,29.99,20.0,16.0,4.8,4.0
31065-1,Park Street Townhouse,Model making,Creator,,2017.0,566.0,2.0,49.99,51.0,47.0,4.0,2.0
31066-1,Space Shuttle Explorer,Model making,Creator,,2017.0,285.0,1.0,29.99,24.0,19.0,4.7,3.0
31067-1,Modular Poolside Holiday,Model making,Creator,Modular,2017.0,356.0,2.0,29.99,21.0,15.0,3.0,1.0
31068-1,Modular Modern Home,Model making,Creator,Modular,2017.0,386.0,2.0,29.99,28.0,24.0,4.5,2.0
31069-1,Modular Family Villa,Model making,Creator,Modular,2017.0,728.0,3.0,69.99,55.0,37.0,4.0,1.0
31070-1,Turbo Track Racer,Model making,Creator,,2017.0,664.0,0.0,59.99,40.0,30.0,5.0,3.0
40170-1,Build My City Accessory Set,Modern day,City,General,2017.0,100.0,0.0,9.99,10.0,,4.0,2.0
40251-1,Mini Piggy Bank,Model making,Creator,,2017.0,248.0,0.0,,12.0,10.0,,
40252-1,Mini Volkswagen Beetle,Model making,Creator,,2017.0,141.0,0.0,,17.0,19.0,5.0,1.0
41143-1,Berry's Kitchen,Licensed,Disney,Palace Pets,2017.0,61.0,0.0,5.99,6.0,,,
41144-1,Petite's Royal Stable,Licensed,Disney,Palace Pets,2017.0,75.0,0.0,9.99,8.0,,,
41145-1,Ariel and the Magical Spell,Licensed,Disney,The Little Mermaid,2017.0,222.0,2.0,29.99,27.0,,,
41146-1,Cinderella's Enchanted Evening,Licensed,Disney,Cinderella,2017.0,350.0,2.0,39.99,33.0,25.0,,
41147-1,Anna's Snow Adventure,Licensed,Disney,Frozen,2017.0,153.0,1.0,19.99,19.0,13.0,5.0,1.0
41148-1,Elsa's Magical Ice Palace,Licensed,Disney,Frozen,2017.0,701.0,7.0,79.99,68.0,,,
41149-1,Moana's Island Adventure,Licensed,Disney,Moana,2017.0,205.0,1.0,24.99,28.0,20.0,,
41150-1,Moana's Ocean Voyage,Licensed,Disney,Moana,2017.0,307.0,2.0,39.99,34.0,23.0,4.7,3.0
41181-1,Naida's Gondola & the Goblin Thief,Action/Adventure,Elves,,2017.0,67.0,2.0,9.99,9.0,7.0,3.7,3.0
41182-1,The Capture of Sophie Jones,Action/Adventure,Elves,,2017.0,226.0,2.0,19.99,16.0,,,
41183-1,The Goblin King's Evil Dragon,Action/Adventure,Elves,,2017.0,339.0,2.0,29.99,26.0,24.0,4.7,3.0
41184-1,Aira's Airship & the Amulet Chase,Action/Adventure,Elves,,2017.0,343.0,3.0,39.99,34.0,,4.0,2.0
41185-1,Magic Rescue from the Goblin Village,Action/Adventure,Elves,,2017.0,637.0,5.0,59.99,49.0,35.0,,
41186-1,Azari & the Goblin Forest Escape,Action/Adventure,Elves,,2017.0,145.0,2.0,19.99,15.0,8.0,5.0,1.0
41187-1,Rosalyn's Healing Hideout,Action/Adventure,Elves,,2017.0,460.0,3.0,49.99,45.0,45.0,5.0,1.0
41188-1,Breakout from the Goblin King's Fortress,Action/Adventure,Elves,,2017.0,695.0,4.0,69.99,52.0,45.0,,
41230-1,Batgirl Batjet Chase,Licensed,DC Super Hero Girls,,2017.0,206.0,1.0,24.99,15.0,15.0,4.0,1.0
41231-1,Harley Quinn to the Rescue,Licensed,DC Super Hero Girls,,2017.0,217.0,2.0,29.99,18.0,,,
41232-1,Super Hero High School,Licensed,DC Super Hero Girls,,2017.0,712.0,3.0,79.99,52.0,30.0,,
41233-1,Lashina Tank,Licensed,DC Super Hero Girls,,2017.0,145.0,1.0,14.99,6.0,,4.0,1.0
41234-1,Bumblebee Helicopter,Licensed,DC Super Hero Girls,,2017.0,142.0,1.0,14.99,9.0,7.0,4.0,1.0
41235-1,Wonder Woman Dorm Room,Licensed,DC Super Hero Girls,,2017.0,186.0,1.0,19.99,34.0,24.0,,
41236-1,Harley Quinn Dorm,Licensed,DC Super Hero Girls,,2017.0,176.0,1.0,19.99,18.0,13.0,,
41237-1,Batgirl Secret Bunker,Licensed,DC Super Hero Girls,,2017.0,351.0,2.0,44.99,32.0,,,
41238-1,Lena Luthor Kryptomite Factory,Licensed,DC Super Hero Girls,,2017.0,432.0,2.0,59.99,24.0,,,
41239-1,Eclipso Dark Palace,Licensed,DC Super Hero Girls,,2017.0,1078.0,3.0,99.99,66.0,,5.0,1.0
41485-1,Finn,Licensed,BrickHeadz,Star Wars,2017.0,91.0,0.0,9.99,16.0,15.0,,
41486-1,Captain Phasma,Licensed,BrickHeadz,Star Wars,2017.0,127.0,0.0,9.99,22.0,18.0,,
41487-1,Lloyd,Licensed,BrickHeadz,Ninjago,2017.0,102.0,0.0,9.99,25.0,18.0,,
41488-1,Master Wu,Licensed,BrickHeadz,Ninjago,2017.0,89.0,0.0,9.99,17.0,17.0,,
41496-1,Supergirl & Martian Manhunter,Licensed,BrickHeadz,DC Comics Super Heroes,2017.0,234.0,0.0,39.99,214.0,,,
41497-1,Spider-Man & Venom,Licensed,BrickHeadz,Marvel Super Heroes,2017.0,144.0,0.0,39.99,311.0,,,
41498-1,Boba Fett and Han Solo in Carbonite,Licensed,BrickHeadz,Star Wars,2017.0,329.0,0.0,39.99,282.0,,5.0,1.0
41585-1,Batman,Licensed,BrickHeadz,DC Comics Super Heroes,2017.0,91.0,0.0,9.99,20.0,16.0,4.0,1.0
41586-1,Batgirl,Licensed,BrickHeadz,DC Comics Super Heroes,2017.0,99.0,0.0,9.99,10.0,7.0,,
41587-1,Robin,Licensed,BrickHeadz,DC Comics Super Heroes,2017.0,101.0,0.0,9.99,11.0,9.0,,
41588-1,The Joker,Licensed,BrickHeadz,DC Comics Super Heroes,2017.0,151.0,0.0,9.99,11.0,8.0,4.0,1.0
41589-1,Captain America,Licensed,BrickHeadz,Marvel Super Heroes,2017.0,79.0,0.0,9.99,28.0,18.0,,
41590-1,Iron Man,Licensed,BrickHeadz,Marvel Super Heroes,2017.0,96.0,0.0,9.99,17.0,11.0,5.0,1.0
41591-1,Black Widow,Licensed,BrickHeadz,Marvel Super Heroes,2017.0,143.0,0.0,9.99,10.0,8.0,,
41592-1,The Hulk,Licensed,BrickHeadz,Marvel Super Heroes,2017.0,93.0,0.0,9.99,15.0,11.0,,
41593-1,Captain Jack Sparrow,Licensed,BrickHeadz,Disney,2017.0,109.0,0.0,9.99,15.0,11.0,5.0,1.0
41594-1,Captain Armando Salazar,Licensed,BrickHeadz,Disney,2017.0,118.0,0.0,9.99,11.0,7.0,,
41595-1,Belle,Licensed,BrickHeadz,Disney,2017.0,139.0,0.0,9.99,12.0,6.0,5.0,1.0
41596-1,Beast,Licensed,BrickHeadz,Disney,2017.0,116.0,0.0,9.99,10.0,9.0,4.0,2.0
60135-1,ATV Arrest,Modern day,City,Police,2017.0,47.0,2.0,6.99,6.0,3.0,4.0,2.0
60136-1,Police Starter Set,Modern day,City,Police,2017.0,80.0,4.0,9.99,10.0,7.0,4.7,3.0
60137-1,Tow Truck Trouble,Modern day,City,Police,2017.0,144.0,3.0,19.99,13.0,7.0,5.0,3.0
60138-1,High-speed Chase,Modern day,City,Police,2017.0,294.0,4.0,39.99,22.0,13.0,4.0,2.0
60139-1,Mobile Command Center,Modern day,City,Police,2017.0,374.0,4.0,49.99,30.0,27.0,,
60140-1,Bulldozer Break-In,Modern day,City,Police,2017.0,561.0,5.0,69.99,51.0,42.0,5.0,1.0
60141-1,Police Station,Modern day,City,Police,2017.0,894.0,7.0,99.99,76.0,53.0,4.0,1.0
60142-1,Money Transporter,Modern day,City,Police,2017.0,138.0,2.0,19.99,24.0,12.0,3.0,1.0
60143-1,Auto Transport Heist,Modern day,City,Police,2017.0,403.0,4.0,49.99,59.0,30.0,,
60144-1,Race Plane,Modern day,City,Great Vehicles,2017.0,89.0,1.0,9.99,12.0,7.0,4.5,4.0
60145-1,Buggy,Modern day,City,Great Vehicles,2017.0,81.0,1.0,9.99,12.0,6.0,4.7,3.0
60146-1,Stunt Truck,Modern day,City,Great Vehicles,2017.0,91.0,1.0,9.99,13.0,8.0,5.0,1.0
60147-1,Fishing Boat,Modern day,City,Great Vehicles,2017.0,144.0,2.0,19.99,26.0,16.0,4.3,6.0
60148-1,ATV Race Team,Modern day,City,Great Vehicles,2017.0,239.0,2.0,19.99,15.0,11.0,4.2,6.0
60149-1,4x4 with Catamaran,Modern day,City,Great Vehicles,2017.0,198.0,2.0,19.99,18.0,14.0,4.0,3.0
60150-1,Pizza Van,Modern day,City,Great Vehicles,2017.0,249.0,2.0,19.99,16.0,11.0,4.8,10.0
60151-1,Dragster Transporter,Modern day,City,Great Vehicles,2017.0,333.0,2.0,29.99,33.0,19.0,4.0,2.0
60152-1,Sweeper & Excavator,Modern day,City,Construction,2017.0,299.0,2.0,29.99,40.0,26.0,,
60153-1,People Pack - Fun at the Beach,Modern day,City,Town,2017.0,169.0,15.0,39.99,29.0,20.0,,
60154-1,Bus Station,Modern day,City,Town,2017.0,337.0,6.0,49.99,44.0,40.0,4.3,3.0
60155-1,City Advent Calendar,Modern day,City,Seasonal,2017.0,248.0,6.0,29.99,17.0,,4.0,2.0
60156-1,Jungle Buggy,Modern day,City,Jungle,2017.0,53.0,1.0,6.99,5.0,3.0,4.0,2.0
60157-1,Jungle Starter Set,Modern day,City,Jungle,2017.0,88.0,3.0,9.99,7.0,9.0,4.7,3.0
60158-1,Jungle Cargo Helicopter ,Modern day,City,Jungle,2017.0,201.0,2.0,19.99,15.0,,4.0,3.0
60159-1,Jungle Halftrack Mission,Modern day,City,Jungle,2017.0,378.0,2.0,39.99,24.0,15.0,3.0,2.0
60160-1,Jungle Mobile Lab,Modern day,City,Jungle,2017.0,426.0,4.0,59.99,38.0,22.0,4.0,2.0
60161-1,Jungle Exploration Site,Modern day,City,Jungle,2017.0,813.0,7.0,119.99,79.0,62.0,4.5,2.0
60162-1,Jungle Air Drop Helicopter,Modern day,City,Jungle,2017.0,1250.0,7.0,149.99,130.0,81.0,4.5,2.0
60163-1,Coast Guard Starter Set,Modern day,City,Coast Guard,2017.0,76.0,3.0,9.99,9.0,9.0,3.0,2.0
60164-1,Sea Rescue Plane,Modern day,City,Coast Guard,2017.0,141.0,2.0,19.99,18.0,,3.0,1.0
60165-1,4 x 4 Response Unit ,Modern day,City,Coast Guard,2017.0,347.0,3.0,39.99,28.0,,4.0,1.0
60166-1,Heavy-Duty Rescue Helicopter,Modern day,City,Coast Guard,2017.0,415.0,4.0,59.99,39.0,15.0,5.0,1.0
60167-1,Coast Guard Headquarters,Modern day,City,Coast Guard,2017.0,792.0,7.0,119.99,78.0,,4.5,2.0
60168-1,Sailboat Rescue,Modern day,City,Coast Guard,2017.0,195.0,2.0,29.99,28.0,20.0,4.0,2.0
60169-1,Cargo Terminal,Modern day,City,Cargo,2017.0,740.0,4.0,79.99,54.0,58.0,4.0,1.0
70347-1,King's Guard Artillery,Action/Adventure,Nexo Knights,Season 3,2017.0,98.0,2.0,9.99,8.0,,5.0,1.0
70348-1,Lance's Twin Jouster,Action/Adventure,Nexo Knights,Season 3,2017.0,216.0,3.0,19.99,20.0,12.0,5.0,1.0
70349-1,Ruina's Lock & Roller,Action/Adventure,Nexo Knights,Season 3,2017.0,208.0,3.0,19.99,19.0,17.0,4.3,4.0
70350-1,The Three Brothers,Action/Adventure,Nexo Knights,Season 3,2017.0,266.0,3.0,29.99,24.0,13.0,,
70351-1,Clay's Falcon Fighter Blaster,Action/Adventure,Nexo Knights,Season 3,2017.0,523.0,3.0,49.99,45.0,39.0,5.0,1.0
70352-1,Jestro's Headquarters,Action/Adventure,Nexo Knights,Season 3,2017.0,840.0,7.0,89.99,65.0,50.0,,
70353-1,The Heligoyle,Action/Adventure,Nexo Knights,Season 4,2017.0,318.0,3.0,29.99,27.0,17.0,,
70354-1,Axl's Rumble Maker,Action/Adventure,Nexo Knights,Season 4,2017.0,393.0,4.0,39.99,35.0,,4.0,1.0
70355-1,Aaron's Rock Climber,Action/Adventure,Nexo Knights,Season 4,2017.0,598.0,5.0,59.99,43.0,,4.0,1.0
70356-1,The Stone Colossus of Ultimate Destruction,Action/Adventure,Nexo Knights,Season 4,2017.0,785.0,5.0,69.99,109.0,81.0,,
70357-1,Knighton Castle,Action/Adventure,Nexo Knights,Season 4,2017.0,1426.0,11.0,129.99,104.0,84.0,,
70358-1,Aaron's Stone Destroyer,Action/Adventure,Nexo Knights,Season 3,2017.0,251.0,2.0,24.99,19.0,20.0,,
70359-1,Lance vs. Lightning,Action/Adventure,Nexo Knights,Season 3,2017.0,257.0,2.0,24.99,23.0,19.0,,
70361-1,Macy's Bot Drop Dragon,Action/Adventure,Nexo Knights,Season 4,2017.0,153.0,3.0,14.99,15.0,10.0,,
70362-1,Battle Suit Clay,Action/Adventure,Nexo Knights,Battle Suits,2017.0,79.0,1.0,9.99,17.0,10.0,,
70363-1,Battle Suit Macy,Action/Adventure,Nexo Knights,Battle Suits,2017.0,66.0,1.0,9.99,13.0,8.0,,
70364-1,Battle Suit Aaron,Action/Adventure,Nexo Knights,Battle Suits,2017.0,80.0,1.0,9.99,12.0,9.0,5.0,1.0
70365-1,Battle Suit Axl,Action/Adventure,Nexo Knights,Battle Suits,2017.0,88.0,1.0,9.99,17.0,11.0,5.0,1.0
70366-1,Battle Suit Lance,Action/Adventure,Nexo Knights,Battle Suits,2017.0,83.0,1.0,9.99,12.0,8.0,,
70606-1,Spinjitzu Training,Licensed,The LEGO Ninjago Movie,,2017.0,109.0,2.0,9.99,7.0,3.0,4.6,8.0
70607-1,NINJAGO City Chase,Licensed,The LEGO Ninjago Movie,,2017.0,233.0,5.0,19.99,17.0,17.0,4.5,4.0
70608-1,Master Falls,Licensed,The LEGO Ninjago Movie,,2017.0,312.0,4.0,29.99,27.0,18.0,3.8,4.0
70609-1,Manta Ray Bomber,Licensed,The LEGO Ninjago Movie,,2017.0,341.0,4.0,29.99,23.0,19.0,4.8,4.0
70610-1,Flying Jelly Sub,Licensed,The LEGO Ninjago Movie,,2017.0,341.0,4.0,29.99,21.0,10.0,5.0,1.0
70611-1,Water Strider,Licensed,The LEGO Ninjago Movie,,2017.0,494.0,4.0,29.99,28.0,19.0,4.0,4.0
70612-1,Green Ninja Mech Dragon,Licensed,The LEGO Ninjago Movie,,2017.0,544.0,4.0,49.99,40.0,25.0,5.0,3.0
70613-1,Garma Mecha Man,Licensed,The LEGO Ninjago Movie,,2017.0,747.0,4.0,59.99,51.0,31.0,,
70614-1,Lightning Jet,Licensed,The LEGO Ninjago Movie,,2017.0,876.0,6.0,59.99,48.0,34.0,4.5,2.0
70615-1,Fire Mech,Licensed,The LEGO Ninjago Movie,,2017.0,944.0,6.0,69.99,57.0,43.0,,
70616-1,Ice Tank,Licensed,The LEGO Ninjago Movie,,2017.0,914.0,5.0,79.99,86.0,75.0,5.0,1.0
70617-1,Temple of the Ultimate Ultimate Weapon,Licensed,The LEGO Ninjago Movie,,2017.0,1403.0,8.0,99.99,77.0,66.0,4.7,3.0
70618-1,Destiny's Bounty,Licensed,The LEGO Ninjago Movie,,2017.0,2295.0,7.0,159.99,124.0,109.0,5.0,10.0
70620-1,NINJAGO City,Licensed,The LEGO Ninjago Movie,,2017.0,4867.0,19.0,299.99,277.0,262.0,4.7,6.0
70621-1,The Vermillion Attack,Action/Adventure,Ninjago,The Hands of Time,2017.0,83.0,3.0,9.99,16.0,6.0,5.0,1.0
70622-1,Desert Lightning,Action/Adventure,Ninjago,The Hands of Time,2017.0,201.0,3.0,19.99,28.0,16.0,4.0,1.0
70623-1,Destiny's Shadow,Action/Adventure,Ninjago,The Hands of Time,2017.0,360.0,3.0,29.99,31.0,20.0,5.0,1.0
70624-1,Vermillion Invader,Action/Adventure,Ninjago,The Hands of Time,2017.0,313.0,3.0,29.99,29.0,22.0,4.0,3.0
70625-1,Samurai VXL,Action/Adventure,Ninjago,The Hands of Time,2017.0,428.0,4.0,49.99,46.0,28.0,,
70626-1,Dawn of Iron Doom,Action/Adventure,Ninjago,The Hands of Time,2017.0,704.0,6.0,59.99,113.0,117.0,4.5,2.0
70627-1,Dragon's Forge,Action/Adventure,Ninjago,The Hands of Time,2017.0,1137.0,6.0,79.99,84.0,63.0,5.0,2.0
70628-1,Lloyd - Spinjitzu Master,Licensed,The LEGO Ninjago Movie,Miscellaneous,2017.0,48.0,1.0,9.99,9.0,6.0,,
70629-1,Piranha Attack,Licensed,The LEGO Ninjago Movie,,2017.0,217.0,4.0,19.99,15.0,8.0,5.0,2.0
70631-1,Garmadon's Volcano Lair,Licensed,The LEGO Ninjago Movie,,2017.0,521.0,5.0,49.99,43.0,38.0,5.0,2.0
70632-1,Quake Mech,Licensed,The LEGO Ninjago Movie,,2017.0,1202.0,5.0,89.99,63.0,50.0,5.0,2.0
70656-1,"garmadon, Garmadon, GARMADON!",Licensed,The LEGO Ninjago Movie,,2017.0,830.0,6.0,79.99,82.0,11.0,5.0,1.0
70900-1,The Joker Balloon Escape,Licensed,The LEGO Batman Movie,,2017.0,124.0,2.0,14.99,11.0,8.0,4.3,3.0
70901-1,Mr. Freeze Ice Attack,Licensed,The LEGO Batman Movie,,2017.0,201.0,3.0,19.99,14.0,9.0,4.4,5.0
70902-1,Catwoman Catcycle Chase,Licensed,The LEGO Batman Movie,,2017.0,139.0,3.0,19.99,14.0,9.0,4.4,7.0
70903-1,The Riddler Riddle Racer,Licensed,The LEGO Batman Movie,,2017.0,254.0,5.0,29.99,26.0,16.0,5.0,4.0
70904-1,Clayface Splat Attack,Licensed,The LEGO Batman Movie,,2017.0,448.0,2.0,34.99,19.0,18.0,4.4,8.0
70905-1,The Batmobile,Licensed,The LEGO Batman Movie,,2017.0,581.0,5.0,59.99,45.0,36.0,5.0,1.0
70906-1,The Joker Notorious Lowrider,Licensed,The LEGO Batman Movie,,2017.0,433.0,3.0,49.99,39.0,26.0,5.0,5.0
70907-1,Killer Croc Tail-Gator,Licensed,The LEGO Batman Movie,,2017.0,460.0,4.0,69.99,45.0,34.0,4.0,1.0
70908-1, The Scuttler,Licensed,The LEGO Batman Movie,,2017.0,775.0,6.0,79.99,57.0,49.0,4.3,3.0
70909-1,Batcave Break-In,Licensed,The LEGO Batman Movie,,2017.0,1047.0,7.0,99.99,79.0,58.0,4.3,3.0
70910-1,Scarecrow Special Delivery,Licensed,The LEGO Batman Movie,,2017.0,204.0,3.0,19.99,18.0,12.0,3.8,4.0
