set_no,name,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,price_store,price_new,price_used,rating_value,rating_votes
10194-1,Emerald Night,Model making,Creator Expert,Trains,2009.0,1085.0,3.0,99.99,449.0,352.0,4.6,23.0
10195-1,Republic Dropship with AT-OT Walker,Licensed,Star Wars,The Clone Wars,2009.0,1758.0,8.0,249.99,624.0,486.0,4.8,19.0
10196-1,Grand Carousel,Model making,Creator Expert,Fairground,2009.0,3263.0,9.0,249.99,1724.0,862.0,4.5,11.0
10197-1,Fire Brigade,Model making,Creator Expert,Modular Buildings,2009.0,2231.0,4.0,149.99,331.0,296.0,5.0,19.0
10198-1,Tantive IV,Licensed,Star Wars,Episode IV,2009.0,1408.0,5.0,149.99,326.0,250.0,4.6,13.0
10199-1,Winter Village Toy Shop,Model making,Creator Expert,Winter Village,2009.0,815.0,7.0,59.99,105.0,84.0,4.5,11.0
2824-1,City Advent Calendar,Modern day,City,Seasonal,2010.0,271.0,6.0,34.99,26.0,22.0,4.1,8.0
3177-1,Small Car,Modern day,City,Traffic,2010.0,43.0,1.0,4.99,12.0,4.0,4.5,94.0
3178-1,Seaplane,Modern day,City,Airport,2010.0,102.0,1.0,10.99,13.0,5.0,4.6,24.0
3179-1,Repair Truck,Modern day,City,Traffic,2010.0,118.0,1.0,12.99,22.0,10.0,4.5,26.0
3180-1,Tank Truck,Modern day,City,Traffic,2010.0,222.0,1.0,19.99,68.0,20.0,4.4,23.0
3181-1,Passenger Plane,Modern day,City,Airport,2010.0,309.0,3.0,39.99,102.0,28.0,4.1,20.0
3182-1,Airport,Modern day,City,Airport,2010.0,703.0,5.0,99.99,211.0,88.0,4.7,16.0
3221-1,LEGO City Truck,Modern day,City,Traffic,2010.0,278.0,2.0,34.99,103.0,38.0,4.6,32.0
3222-1,Helicopter and Limousine,Modern day,City,Airport,2010.0,267.0,4.0,29.99,76.0,31.0,4.6,18.0
4736-1,Freeing Dobby,Licensed,Harry Potter,Chamber of Secrets,2010.0,73.0,3.0,10.99,30.0,18.0,4.1,27.0
4737-1,Quidditch Match,Licensed,Harry Potter,General,2010.0,153.0,5.0,19.99,70.0,40.0,4.2,15.0
4738-1,Hagrid's Hut,Licensed,Harry Potter,General,2010.0,442.0,4.0,39.99,151.0,64.0,4.8,17.0
4840-1,The Burrow,Licensed,Harry Potter,Half-Blood Prince,2010.0,568.0,6.0,59.99,209.0,133.0,4.7,13.0
4841-1,Hogwarts Express,Licensed,Harry Potter,General,2010.0,646.0,5.0,79.99,223.0,117.0,4.8,8.0
4842-1,Hogwarts Castle,Licensed,Harry Potter,General,2010.0,1290.0,11.0,129.99,307.0,180.0,4.9,19.0
5866-1,Rotor Rescue,Model making,Creator,,2010.0,149.0,0.0,12.99,17.0,5.0,3.3,7.0
5867-1,Super Speedster,Model making,Creator,,2010.0,278.0,0.0,19.99,37.0,17.0,4.5,6.0
5868-1,Ferocious Creatures,Model making,Creator,,2010.0,416.0,0.0,29.99,59.0,30.0,5.0,2.0
5891-1,Apple Tree House,Model making,Creator,,2010.0,539.0,0.0,44.99,69.0,43.0,4.4,18.0
5892-1,Sonic Boom,Model making,Creator,,2010.0,539.0,0.0,59.99,98.0,35.0,5.0,5.0
5893-1,Off-Road Power,Model making,Creator,,2010.0,1061.0,0.0,89.99,94.0,53.0,4.8,5.0
5981-1,Raid VPR,Action/Adventure,Space,Space Police 3,2010.0,69.0,2.0,9.99,27.0,10.0,4.7,24.0
5982-1,Smash 'n' Grab,Action/Adventure,Space,Space Police 3,2010.0,188.0,2.0,19.99,29.0,14.0,4.7,23.0
5983-1,Undercover Cruiser,Action/Adventure,Space,Space Police 3,2010.0,317.0,2.0,29.99,42.0,23.0,4.5,10.0
5984-1,Lunar Limo,Action/Adventure,Space,Space Police 3,2010.0,391.0,3.0,39.99,55.0,40.0,4.8,13.0
5985-1,Space Police Central,Action/Adventure,Space,Space Police 3,2010.0,631.0,5.0,79.99,110.0,79.0,4.8,5.0
7206-1,Fire Helicopter,Modern day,City,Fire,2010.0,342.0,3.0,39.99,47.0,15.0,4.4,7.0
7207-1,Fire Boat,Modern day,City,Fire,2010.0,306.0,4.0,49.99,82.0,31.0,3.5,6.0
7208-1,Fire Station,Modern day,City,Fire,2010.0,662.0,4.0,79.99,75.0,45.0,4.0,11.0
7213-1,Off-Road Fire Truck & Fireboat,Modern day,City,Fire,2010.0,388.0,3.0,39.99,73.0,26.0,3.8,4.0
7566-1,Farmer,Modern day,City,Farm,2010.0,16.0,1.0,3.99,8.0,6.0,4.4,18.0
7567-1,Traveller,Modern day,City,Airport,2010.0,21.0,1.0,3.99,7.0,3.0,4.1,23.0
7569-1,Desert Attack,Licensed,Prince of Persia,,2010.0,57.0,4.0,10.99,16.0,12.0,4.4,19.0
7570-1,The Ostrich Race,Licensed,Prince of Persia,,2010.0,169.0,3.0,19.99,25.0,18.0,4.3,13.0
7571-1,The Fight for the Dagger,Licensed,Prince of Persia,,2010.0,258.0,4.0,29.99,41.0,32.0,4.3,19.0
7572-1,Quest Against Time,Licensed,Prince of Persia,,2010.0,506.0,4.0,49.99,47.0,26.0,3.6,7.0
7573-1,Battle of Alamut,Licensed,Prince of Persia,,2010.0,821.0,7.0,79.99,111.0,104.0,4.8,11.0
7590-1,Woody and Buzz to the Rescue,Licensed,Toy Story,Original Film,2010.0,92.0,2.0,19.99,77.0,27.0,4.4,19.0
7591-1,Construct-a-Zurg,Licensed,Toy Story,,2010.0,118.0,1.0,24.99,25.0,26.0,3.4,5.0
7592-1,Construct-a-Buzz,Licensed,Toy Story,,2010.0,205.0,1.0,24.99,78.0,18.0,4.7,11.0
7593-1,Buzz's Star Command Spaceship,Licensed,Toy Story,Toy Story 2,2010.0,257.0,2.0,29.99,55.0,34.0,4.5,10.0
7594-1,Woody's Roundup!,Licensed,Toy Story,Toy Story 2,2010.0,502.0,3.0,49.99,84.0,61.0,4.4,5.0
7595-1,Army Men on Patrol,Licensed,Toy Story,Original Film,2010.0,90.0,4.0,10.99,26.0,16.0,4.7,40.0
7596-1,Trash Compactor Escape,Licensed,Toy Story,Toy Story 3,2010.0,370.0,3.0,49.99,69.0,43.0,3.8,4.0
7597-1,Western Train Chase,Licensed,Toy Story,Toy Story 3,2010.0,584.0,3.0,79.99,169.0,105.0,3.6,7.0
7598-1,Pizza Planet Truck Rescue,Licensed,Toy Story,Toy Story 2,2010.0,225.0,2.0,39.99,101.0,72.0,4.7,9.0
7599-1,Garbage Truck Getaway,Licensed,Toy Story,Toy Story 3,2010.0,402.0,3.0,49.99,94.0,67.0,4.6,5.0
7684-1,Pig Farm & Tractor,Modern day,City,Farm,2010.0,256.0,2.0,34.99,82.0,46.0,4.6,10.0
7688-1,LEGO Sports Plane ,Modern day,City,Airport,2010.0,105.0,1.0,,17.0,11.0,4.7,3.0
7789-1,Lotso's Dump Truck,Licensed,Toy Story,Toy Story 3,2010.0,129.0,1.0,19.99,27.0,16.0,4.6,10.0
7848-1,Toys R Us City Truck,Modern day,City,Traffic,2010.0,356.0,3.0,44.99,81.0,60.0,4.5,10.0
7936-1,Level Crossing,Modern day,City,Trains,2010.0,142.0,1.0,19.99,55.0,42.0,4.5,8.0
7937-1,Train Station,Modern day,City,Trains,2010.0,361.0,4.0,49.99,84.0,55.0,4.7,9.0
7938-1,Passenger Train,Modern day,City,Trains,2010.0,669.0,3.0,129.99,160.0,97.0,4.5,12.0
7939-1,Cargo Train,Modern day,City,Trains,2010.0,839.0,4.0,179.99,215.0,108.0,4.7,10.0
7946-1,King's Castle,Historical,Castle,Kingdoms,2010.0,933.0,8.0,99.99,250.0,124.0,4.6,18.0
7947-1,Prison Tower Rescue,Historical,Castle,Kingdoms,2010.0,365.0,5.0,49.99,106.0,56.0,4.5,12.0
7948-1,Outpost Attack,Historical,Castle,Kingdoms,2010.0,194.0,3.0,19.99,43.0,19.0,4.3,15.0
7949-1,Prison Carriage Rescue,Historical,Castle,Kingdoms,2010.0,50.0,3.0,9.99,22.0,11.0,3.9,14.0
7950-1,Knight's Showdown,Historical,Castle,Kingdoms,2010.0,61.0,2.0,6.99,14.0,9.0,4.4,17.0
7952-1,Kingdoms Advent Calendar,Historical,Castle,Seasonal,2010.0,167.0,9.0,34.99,50.0,27.0,4.0,4.0
7953-1,Court Jester,Historical,Castle,Kingdoms,2010.0,22.0,1.0,3.99,6.0,5.0,4.3,16.0
7955-1,Wizard,Historical,Castle,Kingdoms,2010.0,19.0,1.0,3.99,8.0,7.0,4.5,20.0
7967-1,Fast,Racing,Racers,Power Racers,2010.0,69.0,0.0,12.99,14.0,3.0,4.0,1.0
7968-1,Strong,Racing,Racers,Power Racers,2010.0,91.0,0.0,12.99,14.0,4.0,4.0,1.0
7970-1,Hero,Racing,Racers,Power Racers,2010.0,68.0,0.0,12.99,8.0,6.0,3.3,4.0
7971-1,Bad,Racing,Racers,Power Racers,2010.0,72.0,0.0,12.99,9.0,5.0,4.0,1.0
8056-1,Monster Crab Clash,Action/Adventure,Atlantis,,2010.0,68.0,1.0,6.99,16.0,3.0,4.3,25.0
8057-1,Wreck Raider,Action/Adventure,Atlantis,,2010.0,64.0,2.0,9.99,10.0,4.0,4.6,21.0
8058-1,Guardian of the Deep,Action/Adventure,Atlantis,,2010.0,144.0,1.0,14.99,24.0,8.0,4.6,18.0
8059-1,Seabed Scavenger,Action/Adventure,Atlantis,,2010.0,119.0,2.0,14.99,19.0,7.0,4.5,11.0
8060-1,Typhoon Turbo Sub,Action/Adventure,Atlantis,,2010.0,197.0,2.0,24.99,25.0,8.0,4.2,14.0
8061-1,Gateway of the Squid,Action/Adventure,Atlantis,,2010.0,354.0,3.0,39.99,46.0,23.0,4.1,10.0
8072-1,Sea Jet,Action/Adventure,Atlantis,,2010.0,23.0,1.0,3.99,3.0,2.0,4.0,6.0
8073-1,Manta Warrior,Action/Adventure,Atlantis,,2010.0,13.0,1.0,3.99,4.0,3.0,3.6,16.0
8075-1,Neptune Carrier,Action/Adventure,Atlantis,,2010.0,476.0,4.0,59.99,46.0,21.0,4.4,7.0
8076-1,Deep Sea Striker,Action/Adventure,Atlantis,,2010.0,260.0,1.0,19.99,23.0,13.0,4.5,4.0
8077-1,Atlantis Exploration HQ,Action/Adventure,Atlantis,,2010.0,473.0,3.0,49.99,64.0,33.0,4.6,7.0
8078-1,Portal of Atlantis,Action/Adventure,Atlantis,,2010.0,1007.0,7.0,99.99,101.0,70.0,4.8,10.0
8079-1,Shadow Snapper,Action/Adventure,Atlantis,,2010.0,246.0,1.0,29.99,30.0,20.0,4.0,4.0
8080-1,Undersea Explorer,Action/Adventure,Atlantis,,2010.0,364.0,1.0,39.99,40.0,31.0,4.3,3.0
8083-1,Rebel Trooper Battle Pack,Licensed,Star Wars,Episode V,2010.0,79.0,4.0,11.99,18.0,9.0,4.2,46.0
8084-1,Snowtrooper Battle Pack,Licensed,Star Wars,Episode V,2010.0,74.0,4.0,11.99,17.0,11.0,4.5,39.0
8085-1,Freeco Speeder,Licensed,Star Wars,The Clone Wars,2010.0,177.0,2.0,24.99,27.0,14.0,4.1,28.0
8086-1,Droid Tri-Fighter,Licensed,Star Wars,The Clone Wars,2010.0,268.0,3.0,24.99,34.0,16.0,4.4,17.0
8087-1,TIE Defender,Licensed,Star Wars,Legends,2010.0,304.0,2.0,49.99,76.0,48.0,4.1,20.0
8088-1,ARC-170 Starfighter,Licensed,Star Wars,Episode III,2010.0,396.0,4.0,59.99,131.0,65.0,4.3,39.0
8089-1,Hoth Wampa Cave,Licensed,Star Wars,Episode V,2010.0,297.0,3.0,39.99,69.0,33.0,4.1,36.0
8091-1,Republic Swamp Speeder,Licensed,Star Wars,Episode III,2010.0,176.0,5.0,29.99,30.0,20.0,4.0,26.0
8092-1,Luke's Landspeeder,Licensed,Star Wars,Episode IV,2010.0,163.0,6.0,24.99,27.0,15.0,4.4,44.0
8093-1,Plo Koon's Jedi Starfighter,Licensed,Star Wars,The Clone Wars,2010.0,175.0,2.0,24.99,50.0,18.0,4.3,18.0
8095-1,General Grievous' Starfighter,Licensed,Star Wars,The Clone Wars,2010.0,454.0,4.0,49.99,95.0,35.0,4.7,21.0
8096-1,Emperor Palpatine's Shuttle,Licensed,Star Wars,Episode III,2010.0,592.0,4.0,59.99,77.0,36.0,4.0,20.0
8097-1,Slave I,Licensed,Star Wars,Episode V,2010.0,573.0,4.0,79.99,128.0,65.0,4.4,30.0
8098-1,Clone Turbo Tank,Licensed,Star Wars,The Clone Wars,2010.0,1141.0,6.0,119.99,164.0,88.0,4.6,15.0
8099-1,Midi-scale Imperial Star Destroyer,Licensed,Star Wars,Episode IV,2010.0,423.0,0.0,39.99,55.0,41.0,4.2,10.0
8128-1,Cad Bane's Speeder,Licensed,Star Wars,The Clone Wars,2010.0,318.0,5.0,49.99,48.0,37.0,4.4,20.0
8129-1,AT-AT Walker,Licensed,Star Wars,Episode V,2010.0,815.0,8.0,109.99,249.0,142.0,4.9,9.0
8188-1,Fire Blaster,Action/Adventure,Power Miners,,2010.0,67.0,2.0,9.99,22.0,7.0,4.3,25.0
8189-1,Magma Mech,Action/Adventure,Power Miners,,2010.0,183.0,2.0,19.99,27.0,11.0,4.7,13.0
8190-1,Claw Catcher,Action/Adventure,Power Miners,,2010.0,259.0,2.0,34.99,67.0,21.0,4.7,7.0
8191-1,Lavatraz,Action/Adventure,Power Miners,,2010.0,381.0,4.0,49.99,120.0,58.0,4.0,5.0
8196-1,Chopper Jump,Racing,Racers,Tiny Turbos,2010.0,141.0,0.0,14.99,16.0,8.0,4.5,2.0
8197-1,Highway Chaos,Racing,Racers,Tiny Turbos,2010.0,142.0,0.0,14.99,20.0,8.0,3.5,2.0
8198-1,Ramp Crash,Racing,Racers,Tiny Turbos,2010.0,145.0,0.0,14.99,15.0,9.0,4.5,2.0
8199-1,Security Smash,Racing,Racers,Tiny Turbos,2010.0,135.0,0.0,14.99,15.0,10.0,4.5,2.0
8211-1,Brick Street Getaway,Racing,Racers,Tiny Turbos,2010.0,552.0,0.0,39.99,41.0,40.0,,
8214-1,Lamborghini Polizia,Racing,Racers,Lamborghini,2010.0,801.0,0.0,59.99,222.0,92.0,4.7,3.0
8403-1,City House,Modern day,City,General,2010.0,383.0,3.0,39.99,78.0,42.0,4.5,10.0
8404-1,Public Transport Station,Modern day,City,Traffic,2010.0,864.0,6.0,99.99,182.0,114.0,4.6,11.0
8863-1,Blizzard's Peak,Racing,World Racers,,2010.0,504.0,6.0,59.99,41.0,18.0,4.5,2.0
8864-1,Desert of Destruction,Racing,World Racers,,2010.0,961.0,8.0,89.99,74.0,38.0,4.7,3.0
8896-1,Snake Canyon,Racing,World Racers,,2010.0,57.0,2.0,9.99,16.0,5.0,3.8,11.0
8897-1,Jagged Jaws Reef,Racing,World Racers,,2010.0,191.0,2.0,19.99,17.0,4.0,4.0,5.0
8898-1,Wreckage Road,Racing,World Racers,,2010.0,288.0,4.0,29.99,34.0,15.0,4.0,4.0
8899-1,Gator Swamp,Racing,World Racers,,2010.0,354.0,5.0,39.99,23.0,18.0,2.0,1.0
10155-1,Maersk Line Container Ship,Model making,Creator Expert,Maersk,2010.0,990.0,0.0,119.99,198.0,156.0,4.3,3.0
10210-1,Imperial Flagship,Model making,Creator Expert,,2010.0,1664.0,9.0,179.99,656.0,519.0,4.8,16.0
10211-1,Grand Emporium,Model making,Creator Expert,Modular Buildings,2010.0,2182.0,7.0,149.99,291.0,246.0,4.8,22.0
10212-1,Imperial Shuttle,Licensed,Star Wars,Ultimate Collector Series,2010.0,2503.0,5.0,259.99,592.0,442.0,5.0,17.0
10213-1,Shuttle Adventure,Model making,Creator Expert,Space,2010.0,1204.0,3.0,99.99,340.0,241.0,4.9,9.0
10214-1,Tower Bridge,Model making,Creator Expert,Buildings,2010.0,4287.0,0.0,239.99,197.0,159.0,4.7,12.0
10215-1,Obi-Wan's Jedi Starfighter,Licensed,Star Wars,Ultimate Collector Series,2010.0,676.0,0.0,99.99,192.0,138.0,3.6,5.0
10216-1,Winter Village Bakery,Model making,Creator Expert,Winter Village,2010.0,687.0,7.0,54.99,215.0,169.0,4.5,11.0
21006-1,The White House,Model making,Architecture,Landmark Series,2010.0,560.0,0.0,49.99,105.0,45.0,4.2,5.0
2254-1,Mountain Shrine,Action/Adventure,Ninjago,Spinners,2011.0,169.0,2.0,19.99,54.0,14.0,4.6,10.0
2258-1,Ninja Ambush,Action/Adventure,Ninjago,Pilot Season,2011.0,71.0,2.0,6.99,17.0,5.0,4.4,23.0
2259-1,Skull Motorbike,Action/Adventure,Ninjago,Pilot Season,2011.0,157.0,2.0,14.99,34.0,12.0,4.1,8.0
2260-1,Ice Dragon Attack,Action/Adventure,Ninjago,Pilot Season,2011.0,158.0,2.0,19.99,96.0,23.0,4.4,17.0
2263-1,Turbo Shredder,Action/Adventure,Ninjago,Pilot Season,2011.0,298.0,3.0,29.99,39.0,17.0,4.4,7.0
2504-1,Spinjitzu Dojo,Action/Adventure,Ninjago,Spinners,2011.0,373.0,3.0,49.99,89.0,27.0,4.4,10.0
2505-1,Garmadon's Dark Fortress,Action/Adventure,Ninjago,Pilot Season,2011.0,518.0,6.0,69.99,148.0,64.0,4.0,5.0
2506-1,Skull Truck,Action/Adventure,Ninjago,Pilot Season,2011.0,515.0,4.0,59.99,77.0,39.0,4.6,5.0
2507-1,Fire Temple,Action/Adventure,Ninjago,Pilot Season,2011.0,1174.0,7.0,119.99,187.0,102.0,5.0,6.0
2508-1,Blacksmith Shop,Action/Adventure,Ninjago,Pilot Season,2011.0,189.0,2.0,19.99,60.0,21.0,4.0,5.0
2509-1,Earth Dragon Defense,Action/Adventure,Ninjago,Pilot Season,2011.0,227.0,2.0,34.99,132.0,53.0,4.9,7.0
2516-1,Ninja Training Outpost,Action/Adventure,Ninjago,Pilot Season,2011.0,45.0,1.0,4.99,15.0,4.0,4.2,21.0
2518-1,Nuckal's ATV,Action/Adventure,Ninjago,Spinners,2011.0,174.0,2.0,24.99,31.0,15.0,2.0,2.0
2519-1,Skeleton Bowling,Action/Adventure,Ninjago,Spinners,2011.0,371.0,7.0,29.99,44.0,22.0,4.3,3.0
2520-1,Ninjago Battle Arena,Action/Adventure,Ninjago,Spinners,2011.0,463.0,2.0,49.99,35.0,10.0,4.0,3.0
2521-1,Lightning Dragon Battle,Action/Adventure,Ninjago,Spinners,2011.0,645.0,4.0,79.99,204.0,105.0,5.0,4.0
3365-1,Space Moon Buggy,Modern day,City,Space,2011.0,37.0,1.0,4.99,8.0,4.0,4.1,12.0
3366-1,Satellite Launch Pad,Modern day,City,Space,2011.0,165.0,1.0,19.99,30.0,8.0,4.6,5.0
3367-1,Space Shuttle,Modern day,City,Space,2011.0,231.0,1.0,29.99,49.0,17.0,4.2,10.0
3368-1,Space Centre,Modern day,City,Space,2011.0,494.0,4.0,69.99,135.0,51.0,4.6,5.0
3648-1,Police Chase,Modern day,City,Police,2011.0,173.0,3.0,24.99,36.0,18.0,4.0,7.0
3658-1,Police Helicopter,Modern day,City,Police,2011.0,237.0,4.0,34.99,37.0,25.0,4.3,3.0
3661-1,Bank & Money Transfer,Modern day,City,Police,2011.0,405.0,4.0,49.99,64.0,42.0,4.8,21.0
3677-1,Red Cargo Train,Modern day,City,Trains,2011.0,831.0,4.0,159.99,272.0,206.0,3.5,2.0
3815-1,Heroic Heroes of the Deep,Licensed,SpongeBob SquarePants,,2011.0,95.0,3.0,14.99,37.0,17.0,4.6,7.0
3816-1,Glove World,Licensed,SpongeBob SquarePants,,2011.0,169.0,4.0,19.99,59.0,16.0,3.3,4.0
4181-1,Isla de la Muerta,Licensed,Pirates of the Caribbean,The Curse of the Black Pearl,2011.0,152.0,4.0,19.99,59.0,38.0,4.0,23.0
4182-1,The Cannibal Escape,Licensed,Pirates of the Caribbean,Dead Man's Chest,2011.0,279.0,4.0,29.99,48.0,27.0,4.4,8.0
4183-1,The Mill,Licensed,Pirates of the Caribbean,Dead Man's Chest,2011.0,365.0,4.0,39.99,73.0,39.0,4.8,5.0
4184-1,The Black Pearl,Licensed,Pirates of the Caribbean,,2011.0,804.0,6.0,99.99,461.0,271.0,4.6,9.0
4191-1,Captain's Cabin,Licensed,Pirates of the Caribbean,On Stranger Tides,2011.0,95.0,3.0,11.99,26.0,15.0,4.3,21.0
4192-1,Fountain of Youth,Licensed,Pirates of the Caribbean,On Stranger Tides,2011.0,128.0,4.0,19.99,55.0,26.0,3.6,18.0
4193-1,The London Escape,Licensed,Pirates of the Caribbean,On Stranger Tides,2011.0,462.0,5.0,49.99,78.0,44.0,4.0,8.0
4194-1,Whitecap Bay,Licensed,Pirates of the Caribbean,On Stranger Tides,2011.0,745.0,6.0,79.99,102.0,76.0,4.7,10.0
4195-1,Queen Anne's Revenge,Licensed,Pirates of the Caribbean,On Stranger Tides,2011.0,1094.0,9.0,119.99,418.0,222.0,4.6,11.0
4641-1,Speedboat,Modern day,City,Harbour,2011.0,34.0,1.0,4.99,9.0,3.0,3.9,9.0
4642-1,Fishing Boat,Modern day,City,Harbour,2011.0,64.0,2.0,19.99,33.0,12.0,3.8,4.0
4643-1,Power Boat Transporter,Modern day,City,Harbour,2011.0,254.0,2.0,39.99,35.0,15.0,4.3,3.0
4644-1,Marina,Modern day,City,Harbour,2011.0,294.0,5.0,49.99,42.0,27.0,3.9,7.0
4645-1,Harbour,Modern day,City,Harbour,2011.0,551.0,4.0,89.99,132.0,75.0,3.0,5.0
4865-1,The Forbidden Forest,Licensed,Harry Potter,Deathly Hallows,2011.0,64.0,4.0,11.99,53.0,22.0,4.3,16.0
4866-1,The Knight Bus,Licensed,Harry Potter,Prisoner of Azkaban,2011.0,257.0,3.0,34.99,98.0,72.0,4.4,10.0
4867-1,Hogwarts,Licensed,Harry Potter,Deathly Hallows,2011.0,466.0,7.0,49.99,188.0,63.0,4.5,11.0
5763-1,Dune Hopper,Model making,Creator,,2011.0,137.0,0.0,12.99,10.0,5.0,4.5,6.0
5764-1,Rescue Robot,Model making,Creator,,2011.0,149.0,0.0,16.99,40.0,13.0,4.0,4.0
5765-1,Transport Truck,Model making,Creator,,2011.0,276.0,0.0,19.99,20.0,6.0,4.5,2.0
5766-1,Log Cabin,Model making,Creator,,2011.0,355.0,1.0,29.99,36.0,21.0,4.2,16.0
5767-1,Cool Cruiser,Model making,Creator,,2011.0,621.0,0.0,39.99,45.0,26.0,4.0,4.0
5770-1,Lighthouse Island,Model making,Creator,,2011.0,518.0,1.0,39.99,70.0,39.0,4.9,12.0
5771-1,Hillside House,Model making,Creator,,2011.0,714.0,1.0,69.99,88.0,55.0,4.9,9.0
6918-1,Blacksmith Attack,Historical,Castle,Kingdoms,2011.0,104.0,2.0,9.99,31.0,23.0,4.6,17.0
7049-1,Alien Striker,Action/Adventure,Space,Alien Conquest,2011.0,42.0,2.0,4.99,8.0,4.0,3.9,15.0
7050-1,Alien Defender,Action/Adventure,Space,Alien Conquest,2011.0,105.0,2.0,9.99,12.0,5.0,4.6,7.0
7051-1,Tripod Invader,Action/Adventure,Space,Alien Conquest,2011.0,165.0,2.0,19.99,33.0,19.0,5.0,17.0
7052-1,UFO Abduction,Action/Adventure,Space,Alien Conquest,2011.0,211.0,3.0,29.99,44.0,22.0,4.9,12.0
7065-1,Alien Mothership,Action/Adventure,Space,Alien Conquest,2011.0,416.0,2.0,59.99,46.0,32.0,4.0,8.0
7066-1,Earth Defense HQ,Action/Adventure,Space,Alien Conquest,2011.0,875.0,5.0,89.99,85.0,66.0,5.0,9.0
7067-1,Jet-Copter Encounter,Action/Adventure,Space,Alien Conquest,2011.0,375.0,3.0,39.99,53.0,24.0,4.4,5.0
7187-1,Escape from the Dragon's Prison,Historical,Castle,Kingdoms,2011.0,185.0,4.0,19.99,70.0,50.0,4.0,9.0
7188-1,King's Carriage Ambush,Historical,Castle,Kingdoms,2011.0,286.0,4.0,39.99,39.0,36.0,4.0,6.0
7189-1,Mill Village Raid,Historical,Castle,Kingdoms,2011.0,663.0,6.0,69.99,181.0,154.0,4.4,9.0
7279-1,Police Minifigure Collection,Modern day,City,Police,2011.0,57.0,4.0,9.99,7.0,4.0,4.4,21.0
7285-1,Police Dog Unit,Modern day,City,Police,2011.0,96.0,1.0,12.99,24.0,6.0,4.4,12.0
7286-1,Prisoner Transport,Modern day,City,Police,2011.0,173.0,2.0,19.99,29.0,9.0,4.4,9.0
7287-1,Police Boat,Modern day,City,Police,2011.0,172.0,3.0,39.99,60.0,20.0,3.3,7.0
7288-1,Mobile Police Unit,Modern day,City,Police,2011.0,408.0,3.0,44.99,50.0,19.0,4.3,6.0
7305-1,Scarab Attack,Historical,Pharaoh's Quest,,2011.0,44.0,1.0,4.99,9.0,5.0,4.0,24.0
7306-1,Golden Staff Guardians,Historical,Pharaoh's Quest,,2011.0,70.0,3.0,9.99,23.0,16.0,4.4,18.0
7307-1,Flying Mummy Attack,Historical,Pharaoh's Quest,,2011.0,125.0,3.0,19.99,43.0,19.0,4.4,18.0
7325-1,Cursed Cobra Statue,Historical,Pharaoh's Quest,,2011.0,213.0,3.0,29.99,39.0,28.0,4.2,13.0
7326-1,Rise of the Sphinx,Historical,Pharaoh's Quest,,2011.0,527.0,3.0,49.99,65.0,47.0,4.9,7.0
7327-1,Scorpion Pyramid,Historical,Pharaoh's Quest,,2011.0,792.0,7.0,99.99,238.0,160.0,4.7,10.0
7498-1,Police Station,Modern day,City,Police,2011.0,783.0,6.0,99.99,140.0,52.0,4.8,12.0
7499-1,Flexible and Straight Tracks,Modern day,City,Trains,2011.0,24.0,0.0,19.99,21.0,14.0,1.8,4.0
7553-1,City Advent Calendar,Modern day,City,Seasonal,2011.0,232.0,6.0,34.99,26.0,20.0,5.0,1.0
7696-1,Commuter Jet,Modern day,City,Airport,2011.0,108.0,2.0,,44.0,20.0,4.0,1.0
7868-1,Mace Windu's Jedi Starfighter,Licensed,Star Wars,The Clone Wars,2011.0,313.0,5.0,39.99,110.0,67.0,4.4,7.0
7869-1,Battle for Geonosis,Licensed,Star Wars,The Clone Wars,2011.0,331.0,5.0,39.99,85.0,52.0,4.5,10.0
7877-1,Naboo Starfighter,Licensed,Star Wars,Episode I,2011.0,318.0,6.0,49.99,43.0,30.0,4.5,4.0
7879-1,Hoth Echo Base,Licensed,Star Wars,Episode V,2011.0,773.0,8.0,89.99,148.0,122.0,4.1,8.0
7913-1,Clone Trooper Battle Pack,Licensed,Star Wars,The Clone Wars,2011.0,85.0,4.0,12.99,37.0,14.0,4.3,31.0
7914-1,Mandalorian Battle Pack,Licensed,Star Wars,The Clone Wars,2011.0,68.0,4.0,12.99,26.0,13.0,4.2,32.0
7915-1,Imperial V-wing Starfighter,Licensed,Star Wars,Legends,2011.0,139.0,2.0,19.99,31.0,13.0,4.4,21.0
7929-1,The Battle of Naboo,Licensed,Star Wars,Episode I,2011.0,241.0,12.0,24.99,47.0,18.0,4.5,24.0
7930-1,Bounty Hunter Assault Gunship,Licensed,Star Wars,The Clone Wars,2011.0,389.0,4.0,49.99,55.0,35.0,4.9,7.0
7931-1,T-6 Jedi Shuttle,Licensed,Star Wars,The Clone Wars,2011.0,389.0,4.0,59.99,73.0,39.0,4.2,14.0
7956-1,Ewok Attack,Licensed,Star Wars,Episode VI,2011.0,166.0,3.0,24.99,47.0,23.0,4.1,16.0
7957-1,Sith Nightspeeder,Licensed,Star Wars,The Clone Wars,2011.0,213.0,3.0,24.99,37.0,17.0,4.4,7.0
7958-1,Star Wars Advent Calendar,Licensed,Star Wars,Seasonal,2011.0,266.0,9.0,39.99,34.0,38.0,4.3,8.0
7959-1,Geonosian Starfighter,Licensed,Star Wars,The Clone Wars,2011.0,155.0,3.0,29.99,45.0,23.0,4.1,10.0
