set_no,name,url,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,price_store,price_new,price_used,rating_value,rating_votes,tags,set_type,packaging,inventory_id,number_parts,total_parts,1st_color,2nd_color
75150-1,Vader's TIE Advanced vs. A-wing Starfighter,/sets/75150-1/Vader-s-TIE-Advanced-vs-A-wing-Starfighter,Licensed,Star Wars,Rebels,2016.0,702.0,4.0,/inventories/75150-1,/minifigs/inset-75150-1,89.99,78.0,33.0,4.4,5.0,"A-wing Pilot, Darth Vader, Grand Moff Tarkin, Sabine Wren, Cartoon, Galactic Empire, Phoenix Squadron, Rebel Alliance, Season 2, Spectres, Starfighter",Normal,Box,6981,260,723,Light Bluish Gray,Black
75151-1,Clone Turbo Tank,/sets/75151-1/Clone-Turbo-Tank,Licensed,Star Wars,Episode III,2016.0,903.0,6.0,/inventories/75151-1,/minifigs/inset-75151-1,109.99,102.0,79.0,4.5,4.0,"Battle Droid, Clone Trooper, Commander Gree, Luminara Unduli, Quinlan Vos, Droid, Galactic Republic, Lifting Handle, Revenge of the Sith",Normal,Box,6638,251,928,Dark Bluish Gray,Light Bluish Gray
75152-1,Imperial Assault Hovertank,/sets/75152-1/Imperial-Assault-Hovertank,Licensed,Star Wars,Rogue One,2016.0,385.0,3.0,/inventories/75152-1,/minifigs/inset-75152-1,29.99,36.0,27.0,4.8,10.0,"Chirrut Îmwe, Imperial Hovertank Pilot, Jedha, Rogue One, Star Wars Anthology",Normal,Box,7156,145,403,Light Bluish Gray,Dark Bluish Gray
75153-1,AT-ST Walker,/sets/75153-1/AT-ST-Walker,Licensed,Star Wars,Rogue One,2016.0,449.0,3.0,/inventories/75153-1,/minifigs/inset-75153-1,39.99,49.0,38.0,4.7,10.0,"AT-ST Pilot, Baze Malbus, Rebel Trooper, Jedha, Rogue One, Star Wars Anthology, Walker",Normal,Box,2911,191,466,Light Bluish Gray,Dark Bluish Gray
75154-1,TIE Striker,/sets/75154-1/TIE-Striker,Licensed,Star Wars,Rogue One,2016.0,543.0,4.0,/inventories/75154-1,/minifigs/inset-75154-1,69.99,57.0,38.0,4.6,5.0,"Imperial Ground Crew, Rebel Trooper, Shoretrooper, TIE Fighter Pilot, Rogue One, Scarif, Star Wars Anthology, Starfighter",Normal,Box,12061,169,542,Light Bluish Gray,Black
75155-1,Rebel U-wing Fighter,/sets/75155-1/Rebel-U-wing-Fighter,Licensed,Star Wars,Rogue One,2016.0,659.0,5.0,/inventories/75155-1,/minifigs/inset-75155-1,79.99,67.0,49.0,4.7,9.0,"Bistan, Cassian Andor, Jyn Erso, Rebel Trooper, U-wing Pilot, Rogue One, Star Wars Anthology, Starfighter",Normal,Box,1520,215,681,Dark Bluish Gray,Light Bluish Gray
75156-1,Krennic's Imperial Shuttle,/sets/75156-1/Krennic-s-Imperial-Shuttle,Licensed,Star Wars,Rogue One,2016.0,863.0,6.0,/inventories/75156-1,/minifigs/inset-75156-1,89.99,79.0,59.0,4.6,8.0,"Bodhi Rook, Director Orson Krennic, Imperial Death Trooper, K-2SO, Pao, Rogue One, Star Wars Anthology, Star Wars Shuttle",Normal,Box,11056,238,893,Black,Dark Bluish Gray
75157-1,Captain Rex's AT-TE,/sets/75157-1/Captain-Rex-s-AT-TE,Licensed,Star Wars,Rebels,2016.0,972.0,5.0,/inventories/75157-1,/minifigs/inset-75157-1,119.99,89.0,69.0,4.0,2.0,"Captain Rex, Commander Gregor, Commander Wolffe, Fifth Brother, Stormtrooper, Cartoon, Crane, Inquisitorius, Lifting Handle, Rebel Alliance, Season 2, Walker",Normal,Box,1116,329,970,Dark Bluish Gray,Light Bluish Gray
75158-1,Rebel Combat Frigate,/sets/75158-1/Rebel-Combat-Frigate,Licensed,Star Wars,Rebels,2016.0,936.0,5.0,/inventories/75158-1,/minifigs/inset-75158-1,109.99,109.0,81.0,4.5,2.0,"Agent Kallus, Ahsoka Tano, C1-10P (Chopper), Commander Sato, Ezra Bridger, Cartoon, Isb, Lifting Handle, Phoenix Squadron, Rebel Alliance, Season 2, Spectres",Normal,Box,9275,228,935,Light Bluish Gray,Dark Bluish Gray
75159-1,Death Star,/sets/75159-1/Death-Star,Licensed,Star Wars,Ultimate Collector Series,2016.0,4016.0,27.0,/inventories/75159-1,/minifigs/inset-75159-1,499.99,417.0,392.0,4.0,2.0,"C-3PO, Chewbacca, Darth Vader, Death Star Droid, Death Star Trooper, Grand Moff Tarkin, Han Solo, Imperial Gunner, Imperial Navy Officer, Imperial Officer, Interrogation Droid, Luke Skywalker, Mouse Droid, Obi-Wan Kenobi, Palpatine, Princess Leia, R2-D2, R3-M3, Royal Guard, Stormtrooper, A New Hope, D2c, Droid, Galactic Empire, Lightsaber Duel, Original Trilogy, Rerelease, Return Of The Jedi, Throne",Normal,Box,7869,591,4094,Light Bluish Gray,Dark Bluish Gray
75821-1,Piggy Car Escape,/sets/75821-1/Piggy-Car-Escape,Licensed,The Angry Birds Movie,,2016.0,74.0,2.0,/inventories/75821-1,/minifigs/inset-75821-1,12.99,11.0,3.0,3.5,2.0,"Chuck, Piggy, Bad Piggies, Bird Island, Egg Nest, Video Game",Normal,Box,10394,61,82,Light Bluish Gray,Black
75822-1,Piggy Plane Attack,/sets/75822-1/Piggy-Plane-Attack,Licensed,The Angry Birds Movie,,2016.0,168.0,2.0,/inventories/75822-1,/minifigs/inset-75822-1,19.99,20.0,8.0,,,"Pilot Pig, Red, Aircraft, Bad Piggies, Biplane, Bird Island, Egg Nest, Propeller Aircraft, Video Game",Normal,Box,3251,85,168,Reddish Brown,Black
75823-1,Bird Island Egg Heist,/sets/75823-1/Bird-Island-Egg-Heist,Licensed,The Angry Birds Movie,,2016.0,277.0,3.0,/inventories/75823-1,/minifigs/inset-75823-1,29.99,23.0,15.0,3.0,1.0,"Biker Pig, Matilda, Red, Bird Island, Brick Built Tree, Egg Nest, House, Motor Trike, Motorcycle, Video Game",Normal,Box,10486,150,299,Tan,Light Bluish Gray
75824-1,Pig City Teardown,/sets/75824-1/Pig-City-Teardown,Licensed,The Angry Birds Movie,,2016.0,386.0,4.0,/inventories/75824-1,/minifigs/inset-75824-1,39.99,36.0,21.0,4.0,2.0,"Piggy, Red, Stella, Angry Birds Targets, Bad Piggies, Bun, Hotdog, Hotdog Bun, Video Game",Normal,Box,5953,197,399,White,Light Bluish Gray
75825-1,Piggy Pirate Ship,/sets/75825-1/Piggy-Pirate-Ship,Licensed,The Angry Birds Movie,,2016.0,620.0,4.0,/inventories/75825-1,/minifigs/inset-75825-1,59.99,47.0,34.0,4.7,3.0,"Bomb, Leonard, Pirate Pig, Red, Bad Piggies, Bird Island, Brick Built Tree, Crane, Fresh Produce, Frozen Treats, Pirates, Ship, Video Game",Normal,Box,13191,240,611,Reddish Brown,Dark Bluish Gray
75826-1,King Pig's Castle,/sets/75826-1/King-Pig-s-Castle,Licensed,The Angry Birds Movie,,2016.0,859.0,5.0,/inventories/75826-1,/minifigs/inset-75826-1,89.99,81.0,60.0,4.0,1.0,"Chef Pig, Foreman Pig, King Pig, Mighty Eagle, Red, Angry Birds Targets, Bad Piggies, Bigfig, Castle, Eagle, Slide, Video Game",Normal,Box,15331,237,855,Light Bluish Gray,Dark Bluish Gray
75827-1,Firehouse Headquarters ,/sets/75827-1/Firehouse-Headquarters,Licensed,Ghostbusters,,2016.0,4634.0,10.0,/inventories/75827-1,/minifigs/inset-75827-1,349.99,364.0,324.0,4.7,3.0,"Dana Barrett, Dr Egon Spengler, Dr Peter Venkman, Dr Raymond Stantz, Janine Melnitz, Library Ghost, Louis Tully, Slimer, Winston Zeddemore, Zombie Taxi Driver, 80S, Arcade, Bathroom, Bedroom, D2c, Fire Station, Furniture, Ghost, Ghostbusters, Kitchen, Lab, New York, Pizza, Pool Table, Spooky, Traffic Light, USA",Normal,Box,8461,687,4788,Light Bluish Gray,Dark Red
75828-1,Ecto-1 & 2,/sets/75828-1/Ecto-1-2,Licensed,Ghostbusters,,2016.0,556.0,6.0,/inventories/75828-1,/minifigs/inset-75828-1,59.99,63.0,46.0,4.5,4.0,"Abby Yates, Erin Gilbert, Jillian Holtzmann, Kevin Beckman, Mayhem, Patty Tolan, 8 Wide Car, Ecto 1, Female, Ghost, Ghostbusters, Motorcycle, Spooky",Normal,Box,10200,209,553,Black,White
75870-1,Chevrolet Corvette Z06,/sets/75870-1/Chevrolet-Corvette-Z06,Licensed,Speed Champions,Chevrolet,2016.0,173.0,1.0,/inventories/75870-1,/minifigs/inset-75870-1,14.99,37.0,25.0,4.5,2.0,"Camera, Corvette, Sports Car",Normal,Box,7592,91,192,Yellow,Black
75871-1,Ford Mustang GT,/sets/75871-1/Ford-Mustang-GT,Licensed,Speed Champions,Ford,2016.0,185.0,1.0,/inventories/75871-1,/minifigs/inset-75871-1,14.99,43.0,25.0,5.0,3.0,Sports Car,Normal,Box,12518,77,201,Blue,Black
75872-1,Audi R18 e-tron quattro,/sets/75872-1/Audi-R18-e-tron-quattro,Licensed,Speed Champions,Audi,2016.0,166.0,1.0,/inventories/75872-1,/minifigs/inset-75872-1,14.99,32.0,19.0,,,Racing Car,Normal,Box,5336,89,179,Black,White
75873-1,Audi R8 LMS ultra,/sets/75873-1/Audi-R8-LMS-ultra,Licensed,Speed Champions,Audi,2016.0,175.0,1.0,/inventories/75873-1,/minifigs/inset-75873-1,14.99,34.0,28.0,3.0,2.0,Racing Car,Normal,Box,5602,92,193,Black,White
75874-1,Chevrolet Camaro Drag Race,/sets/75874-1/Chevrolet-Camaro-Drag-Race,Licensed,Speed Champions,Chevrolet,2016.0,445.0,3.0,/inventories/75874-1,/minifigs/inset-75874-1,29.99,69.0,26.0,5.0,1.0,"Dragster, Finish Line, Hot Rod, Racing, Sports Car",Normal,Box,7515,178,473,Black,Red
75875-1,Ford F-150 Raptor & Ford Model A Hot Rod,/sets/75875-1/Ford-F-150-Raptor-Ford-Model-A-Hot-Rod,Licensed,Speed Champions,Ford,2016.0,664.0,4.0,/inventories/75875-1,/minifigs/inset-75875-1,49.99,77.0,50.0,5.0,1.0,"Finish Line, Hot Rod, Pickup Truck, Trailer",Normal,Box,8946,284,703,Black,Light Bluish Gray
75876-1,Porsche 919 Hybrid and 917K Pit Lane,/sets/75876-1/Porsche-919-Hybrid-and-917K-Pit-Lane,Licensed,Speed Champions,Porsche,2016.0,732.0,5.0,/inventories/75876-1,/minifigs/inset-75876-1,69.99,93.0,65.0,5.0,1.0,"Lab, Pit Stop, Racing Car",Normal,Box,2597,289,775,White,Black
76044-1,Clash of the Heroes,/sets/76044-1/Clash-of-the-Heroes,Licensed,DC Comics Super Heroes,DC Extended Universe,2016.0,92.0,2.0,/inventories/76044-1,/minifigs/inset-76044-1,12.99,16.0,11.0,4.4,13.0,"Batman, Superman, Bat Signal, Batman V Superman, Gotham City, Kryptonite, Super Jumper",Normal,Box,2656,69,100,Black,Light Bluish Gray
76045-1,Kryptonite Interception,/sets/76045-1/Kryptonite-Interception,Licensed,DC Comics Super Heroes,DC Extended Universe,2016.0,306.0,3.0,/inventories/76045-1,/minifigs/inset-76045-1,29.99,32.0,19.0,4.8,8.0,"Batman, LexCorp Henchman, Batman V Superman, Batmobile, Forklift, Kryptonite, Lexcorp",Normal,Box,11401,133,310,Black,Light Bluish Gray
76046-1,Heroes of Justice: Sky High Battle,/sets/76046-1/Heroes-of-Justice-Sky-High-Battle,Licensed,DC Comics Super Heroes,DC Extended Universe,2016.0,517.0,5.0,/inventories/76046-1,/minifigs/inset-76046-1,59.99,36.0,34.0,4.4,5.0,"Batman, Lex Luthor, Lois Lane, Superman, Wonder Woman, Aircraft, Batman V Superman, Batwing, Camera, Helicopter, Jet Aircraft, Justice League, Lexcorp, Propeller Aircraft",Normal,Box,5434,207,536,Black,Dark Bluish Gray
76047-1,Black Panther Pursuit,/sets/76047-1/Black-Panther-Pursuit,Licensed,Marvel Super Heroes,Captain America: Civil War,2016.0,287.0,3.0,/inventories/76047-1,/minifigs/inset-76047-1,29.99,44.0,29.0,4.4,9.0,"Black Panther, Captain America, Winter Soldier, 4X4, Aircraft, Jet Aircraft, Marvel Cinematic Universe, Motorcycle, Pickup Truck",Normal,Box,12242,146,298,Black,Light Bluish Gray
76048-1,Iron Skull Sub Attack,/sets/76048-1/Iron-Skull-Sub-Attack,Licensed,Marvel Super Heroes,Avengers Assemble,2016.0,335.0,4.0,/inventories/76048-1,/minifigs/inset-76048-1,29.99,35.0,21.0,3.5,4.0,"Captain America, Hydra Henchman, Iron Man, Red Skull, Avengers, Cartoon, Hydra",Normal,Box,14120,139,343,Black,Dark Bluish Gray
76049-1,Avenjet Space Mission,/sets/76049-1/Avenjet-Space-Mission,Licensed,Marvel Super Heroes,Avengers Assemble,2016.0,523.0,5.0,/inventories/76049-1,/minifigs/inset-76049-1,59.99,77.0,68.0,4.8,4.0,"Captain America, Captain Marvel, Hyperion, Iron Man, Thanos, Avengers, Bigfig, Cartoon, Spaceship",Normal,Box,2626,183,521,White,Black
76050-1,Crossbones' Hazard Heist,/sets/76050-1/Crossbones-Hazard-Heist,Licensed,Marvel Super Heroes,Captain America: Civil War,2016.0,179.0,3.0,/inventories/76050-1,/minifigs/inset-76050-1,19.99,21.0,15.0,4.1,8.0,"Black Widow, Crossbones, Falcon, 4X4, Avengers, Drone, Glider, Marvel Cinematic Universe, Motorcycle",Normal,Box,403,100,188,Black,Light Bluish Gray
76051-1,Super Hero Airport Battle,/sets/76051-1/Super-Hero-Airport-Battle,Licensed,Marvel Super Heroes,Captain America: Civil War,2016.0,807.0,7.0,/inventories/76051-1,/minifigs/inset-76051-1,79.99,140.0,104.0,5.0,9.0,"Agent 13, Ant-Man, Captain America, Iron Man, Scarlet Witch, War Machine, Winter Soldier, Aircraft, Airport, Avengers, Brick Built Figure, Germany, Marvel Cinematic Universe, Nanofig, Pym Tech, Quinjet, S.H.I.E.L.D., Trailer",Normal,Box,15688,351,815,Black,Dark Bluish Gray
76052-1,Batman Classic TV Series - Batcave,/sets/76052-1/Batman-Classic-TV-Series-Batcave,Licensed,DC Comics Super Heroes,Batman Classic TV Series,2016.0,2526.0,9.0,/inventories/76052-1,/minifigs/inset-76052-1,269.99,171.0,174.0,4.3,4.0,"Alfred Pennyworth, Batman, Bruce Wayne, Catwoman, Dick Grayson, Robin, The Joker, The Penguin, The Riddler, 8 Wide Car, Aircraft, Bat Family, Batcomputer, Batcopter, Batcycle, Batmobile, Cat, Cave, D2c, Furniture, Helicopter, Motorcycle, Rogues Gallery, Sidecar, Wayne Manor",Normal,Box,9414,458,2472,Light Bluish Gray,Dark Tan
76053-1,Gotham City Cycle Chase,/sets/76053-1/Gotham-City-Cycle-Chase,Licensed,DC Comics Super Heroes,Batman,2016.0,224.0,3.0,/inventories/76053-1,/minifigs/inset-76053-1,19.99,20.0,11.0,3.3,4.0,"Batman, Deadshot, Harley Quinn, Batcycle, Motorcycle, Rogues Gallery",Normal,Box,12663,128,243,Black,Light Bluish Gray
76054-1,Batman: Scarecrow Harvest of Fear,/sets/76054-1/Batman-Scarecrow-Harvest-of-Fear,Licensed,DC Comics Super Heroes,Batman,2016.0,563.0,5.0,/inventories/76054-1,/minifigs/inset-76054-1,59.99,40.0,30.0,4.7,3.0,"Batman, Blue Beetle, Killer Moth, Scarecrow, Aircraft, Batcopter, Combine Harvester, Farm, Helicopter, Propeller Aircraft, Rogues Gallery, Spooky, Tractor",Normal,Box,6855,243,586,Black,Dark Bluish Gray
76055-1,Batman: Killer Croc Sewer Smash,/sets/76055-1/Batman-Killer-Croc-Sewer-Smash,Licensed,DC Comics Super Heroes,Batman,2016.0,759.0,5.0,/inventories/76055-1,/minifigs/inset-76055-1,79.99,51.0,41.0,5.0,1.0,"Batman, Captain Boomerang, Katana, Killer Croc, Red Hood, Bigfig, Motorcycle, Rogues Gallery, Tracked Vehicle",Normal,Box,10038,226,758,Black,Light Bluish Gray
76056-1,Batman: Rescue from Ra's al Ghul,/sets/76056-1/Batman-Rescue-from-Ra-s-al-Ghul,Licensed,DC Comics Super Heroes,Batman,2016.0,257.0,4.0,/inventories/76056-1,/minifigs/inset-76056-1,29.99,33.0,20.0,,,"Batman, Ra's al Ghul, Robin, Talia al Ghul, Bat Family, Dune Buggy, Scorpion",Normal,Box,10351,126,256,Black,Tan
76057-1,Spider-Man: Web Warriors Ultimate Bridge Battle,/sets/76057-1/Spider-Man-Web-Warriors-Ultimate-Bridge-Battle,Licensed,Marvel Super Heroes,Spider-Man,2016.0,1092.0,7.0,/inventories/76057-1,/minifigs/inset-76057-1,99.99,93.0,73.0,5.0,5.0,"Aunt May, Green Goblin, Kraven the Hunter, Scarlet Spider, Scorpion, Spider-Man, Spider-Woman, 4X4, Camera, Car, Catapult, City Bridge, Criminal Hideout, Glider, Graffiti, New York, Police Car, Pumpkin Head, Quad Bike, Sinister Six, Suspension Bridge, Taxi, Traffic Light, Trapdoor, USA, Web Warriors",Normal,Box,14741,291,1091,Light Bluish Gray,Dark Bluish Gray
76058-1,Spider-Man: Ghost Rider Team-Up,/sets/76058-1/Spider-Man-Ghost-Rider-Team-Up,Licensed,Marvel Super Heroes,Spider-Man,2016.0,217.0,3.0,/inventories/76058-1,/minifigs/inset-76058-1,19.99,26.0,17.0,4.6,11.0,"Ghost Rider, Hobgoblin, Spider-Man, Glider, Motorcycle, New York, Super Jumper, Traffic Light, USA",Normal,Box,5281,125,230,Black,Light Bluish Gray
76059-1,Spider-Man: Doc Ock's Tentacle Trap,/sets/76059-1/Spider-Man-Doc-Ock-s-Tentacle-Trap,Licensed,Marvel Super Heroes,Spider-Man,2016.0,446.0,5.0,/inventories/76059-1,/minifigs/inset-76059-1,39.99,34.0,32.0,3.0,2.0,"Captain Stacy, Doctor Octopus, Spider-Man, Vulture, White Tiger, Heroes For Hire, Mech, Police Boat, Sinister Six, Surfing",Normal,Box,12865,156,463,Black,Light Bluish Gray
76060-1,Doctor Strange's Sanctum Sanctorum,/sets/76060-1/Doctor-Strange-s-Sanctum-Sanctorum,Licensed,Marvel Super Heroes,Miscellaneous,2016.0,358.0,3.0,/inventories/76060-1,/minifigs/inset-76060-1,29.99,33.0,27.0,4.8,8.0,"Doctor Strange, Karl Mordo, The Ancient One, Magic, Marvel Cinematic Universe, Mystic Arts, New York",Normal,Box,5304,133,375,Reddish Brown,Tan
76061-1,Mighty Micros: Batman vs. Catwoman,/sets/76061-1/Mighty-Micros-Batman-vs-Catwoman,Licensed,DC Comics Super Heroes,Mighty Micros,2016.0,79.0,2.0,/inventories/76061-1,/minifigs/inset-76061-1,9.99,10.0,6.0,3.0,1.0,"Batman, Catwoman, Batmobile, Car, Rogues Gallery",Normal,Box,10706,55,87,Black,Yellow
76062-1,Mighty Micros: Robin vs. Bane,/sets/76062-1/Mighty-Micros-Robin-vs-Bane,Licensed,DC Comics Super Heroes,Mighty Micros,2016.0,77.0,2.0,/inventories/76062-1,/minifigs/inset-76062-1,9.99,9.0,6.0,5.0,1.0,"Bane, Robin, Car, Drill, Rogues Gallery",Normal,Box,11206,56,84,Black,Red
76063-1,Mighty Micros: The Flash vs. Captain Cold,/sets/76063-1/Mighty-Micros-The-Flash-vs-Captain-Cold,Licensed,DC Comics Super Heroes,Mighty Micros,2016.0,88.0,2.0,/inventories/76063-1,/minifigs/inset-76063-1,9.99,10.0,6.0,4.7,3.0,"Captain Cold, The Flash, Car, Frozen Treats, Justice League, Snowplough",Normal,Box,12790,65,98,Light Bluish Gray,Red
76064-1,Mighty Micros: Spider-Man vs. Green Goblin,/sets/76064-1/Mighty-Micros-Spider-Man-vs-Green-Goblin,Licensed,Marvel Super Heroes,Mighty Micros,2016.0,85.0,2.0,/inventories/76064-1,/minifigs/inset-76064-1,9.99,10.0,5.0,4.5,2.0,"Green Goblin, Spider-Man, Aircraft, Camera, Car, Glider, Helicopter, Propeller Aircraft, Pumpkin Head",Normal,Box,12619,58,93,Black,Blue
76065-1,Mighty Micros: Captain America vs. Red Skull,/sets/76065-1/Mighty-Micros-Captain-America-vs-Red-Skull,Licensed,Marvel Super Heroes,Mighty Micros,2016.0,95.0,2.0,/inventories/76065-1,/minifigs/inset-76065-1,9.99,10.0,5.0,4.5,2.0,"Captain America, Red Skull, Avengers, Car, Hydra, Infinity Stone, Military, Space Stone, USA",Normal,Box,10047,60,102,Black,Light Bluish Gray
76066-1,Mighty Micros: Hulk vs. Ultron,/sets/76066-1/Mighty-Micros-Hulk-vs-Ultron,Licensed,Marvel Super Heroes,Mighty Micros,2016.0,80.0,2.0,/inventories/76066-1,/minifigs/inset-76066-1,9.99,10.0,7.0,,,"Hulk, Ultron, Avengers, Car",Normal,Box,7950,48,84,Black,Flat Silver
76067-1,Tanker Truck Takedown,/sets/76067-1/Tanker-Truck-Takedown,Licensed,Marvel Super Heroes,Captain America: Civil War,2016.0,330.0,4.0,/inventories/76067-1,/minifigs/inset-76067-1,29.99,37.0,27.0,4.6,5.0,"Captain America, Hawkeye, Spider-Man, Vision, Airport, Articulated Lorry, Avengers, Marvel Cinematic Universe, Motorcycle, Super Jumper, Tanker Vehicle, Trailer, Truck",Normal,Box,10008,133,329,Light Bluish Gray,Dark Bluish Gray
241601-1,Miku The Dragon,/sets/241601-1/Miku-The-Dragon,Action/Adventure,Elves,Magazine Gift,2016.0,,0.0,,,,3.0,,1.0,1.0,"Dragon, Miku",Other,Foil pack,15759,11,12,Reddish Brown,Medium Azure
241602-1,Jynx the Witch's Cat,/sets/241602-1/Jynx-the-Witch-s-Cat,Action/Adventure,Elves,Magazine Gift,2016.0,,0.0,,,,3.0,3.0,,,"Cat, Jynx, Spooky, Throne",Other,Foil pack,12057,14,26,Magenta,Black
271605-1,Lava Warrior,/sets/271605-1/Lava-Warrior,Action/Adventure,Nexo Knights,Magazine Gift,2016.0,,0.0,,,,3.0,3.0,,,Lava Monster Army,Other,Foil pack,10516,11,12,Black,Reddish Brown
471602-1,Pony Grooming Kit,/sets/471602-1/Pony-Grooming-Kit,Girls,Friends,Magazine gift,2016.0,,0.0,,,,4.0,,,,"Foal, Horse",Other,Foil pack,2991,21,28,Magenta,Yellow
853515-1,Knights Army-Building Set,/sets/853515-1/Knights-Army-Building-Set,Action/Adventure,Nexo Knights,Battle Packs,2016.0,35.0,4.0,,/minifigs/inset-853515-1,14.99,12.0,10.0,4.0,1.0,"King's Bot, Royal Soldier, 2nd Wave, Battle Pack, Knighton",Extended,Blister pack,11387,19,26,Flat Silver,Blue
853516-1,Monsters Army-Building Set,/sets/853516-1/Monsters-Army-Building-Set,Action/Adventure,Nexo Knights,Battle Packs,2016.0,30.0,4.0,,/minifigs/inset-853516-1,14.99,15.0,12.0,4.5,2.0,"Ash Attacker, Crust Smasher, Flame Thrower, 2nd Wave, Accessory, Battle Pack, Lava Monster Army, Minifigure Pack, Spooky",Extended,Blister pack,3782,20,24,Black,Red
891610-1,Clouse,/sets/891610-1/Clouse,Action/Adventure,Ninjago,Magazine Gift,2016.0,,0.0,,,,4.0,4.0,4.0,1.0,"Magic, Villain",Other,Foil pack,15976,7,8,Dark Red,Trans-Purple
891611-1,Cole,/sets/891611-1/Cole,Action/Adventure,Ninjago,Magazine Gift,2016.0,,0.0,,,,4.0,,,,"Earth, Ninjago Ninjas",Other,Foil pack,2973,12,16,Black,Pearl Gold
891613-1,Kai's Dragon,/sets/891613-1/Kai-s-Dragon,Action/Adventure,Ninjago,Magazine Gift,2016.0,,0.0,,,,3.0,,,,"Dragon, Fire, Ninjago Ninjas",Other,Foil pack,14197,17,21,Red,Pearl Gold
911609-1,Naboo Starfighter,/sets/911609-1/Naboo-Starfighter,Licensed,Star Wars,Magazine Gift,2016.0,,0.0,,,,3.0,2.0,4.0,1.0,"Microscale, Naboo, Prequel Trilogy, Starfighter, The Phantom Menace",Other,Foil pack,14395,23,34,Yellow,Light Bluish Gray
911611-1,AAT,/sets/911611-1/AAT,Licensed,Star Wars,Magazine Gift,2016.0,,0.0,,,,4.0,,,,"Aat, Microscale, Prequel Trilogy, Separatists, The Phantom Menace, Trade Federation",Other,Foil pack,12754,23,37,Tan,Light Bluish Gray
911613-1,TIE Bomber,/sets/911613-1/TIE-Bomber,Licensed,Star Wars,Magazine Gift,2016.0,,0.0,,,,3.0,2.0,,,"Galactic Empire, Microscale, Original Trilogy, Starfighter, The Empire Strikes Back",Other,Foil pack,7997,13,26,Light Bluish Gray,Black
911614-1,Yoda's Hut,/sets/911614-1/Yoda-s-Hut,Licensed,Star Wars,Magazine Gift,2016.0,,0.0,,,,3.0,,,,"Dagobah, Microscale, Original Trilogy",Other,Foil pack,9584,23,29,Olive Green,Tan
911615-1,AT-AT,/sets/911615-1/AT-AT,Licensed,Star Wars,Magazine Gift,2016.0,,0.0,,,,4.0,3.0,,,"Galactic Empire, Hoth, Microscale, Original Trilogy, The Empire Strikes Back, Walker",Other,Foil pack,10441,22,48,Light Bluish Gray,Dark Bluish Gray
5004389-1,Battle Station,/sets/5004389-1/Battle-Station,Action/Adventure,Nexo Knights,Miscellaneous,2016.0,19.0,0.0,,,,1.0,3.0,2.0,1.0,"1St Wave, Knighton, Merlok 2.0.",Extended,Box,3180,7,8,Dark Bluish Gray,Black
5004404-1,Police Chase,/sets/5004404-1/Police-Chase,Modern day,City,Police,2016.0,37.0,0.0,,,,3.0,4.0,,,"Police, Polybag",Extended,Polybag,12005,20,36,Black,Light Bluish Gray
5004419-1,Classic Knights Minifigure,/sets/5004419-1/Classic-Knights-Minifigure,Historical,Castle,,2016.0,47.0,1.0,,/minifigs/inset-5004419-1,,11.0,9.0,5.0,4.0,"Cart, Classic Knights, Gift with Purchase",Extended,Box,6663,28,45,Black,Light Bluish Gray
6176782-1,Escape the Space Slug,/sets/6176782-1/Escape-the-Space-Slug,Licensed,Star Wars,Promotional,2016.0,161.0,0.0,,,,158.0,45.0,,,"May The Fourth, Microscale, Original Trilogy, Rebel Alliance, The Empire Strikes Back, Vignette",Extended,Box,14254,52,161,Dark Tan,Light Bluish Gray
TRUCOGSWORTH-1,Cogsworth,/sets/TRUCOGSWORTH-1/Cogsworth,Licensed,Disney,Beauty and the Beast,2016.0,47.0,0.0,,,,,,4.0,1.0,"Beauty And The Beast, Brick Built Figure, France, In Store Build, Toys R Us",Other,None (loose parts),13329,20,47,Reddish Brown,Yellow
TRUFALCON-1,Millennium Falcon,/sets/TRUFALCON-1/Millennium-Falcon,Licensed,Star Wars,Promotional,2016.0,44.0,0.0,,,,,,4.0,1.0,"In Store Build, May The Fourth, Microscale, Rebel Alliance, Toys R Us",Other,None (loose parts),1764,25,44,Light Bluish Gray,Trans-Light Blue
TRULUMIERE-1,Lumiere,/sets/TRULUMIERE-1/Lumiere,Licensed,Disney,Beauty and the Beast,2016.0,23.0,0.0,,,,,,5.0,1.0,"Beauty And The Beast, Brick Built Figure, France, In Store Build, Lumiere, Toys R Us",Other,None (loose parts),6170,11,23,Yellow,White
TRUNEXO-1,Nexo Knights Shield Dock ,/sets/TRUNEXO-1/Nexo-Knights-Shield-Dock,Action/Adventure,Nexo Knights,Miscellaneous,2016.0,41.0,0.0,,,,,,4.0,1.0,"1St Wave, In Store Build, Knighton, Toys R Us",Other,None (loose parts),17409,13,21,Light Bluish Gray,Blue
10255-1,Assembly Square,/sets/10255-1/Assembly-Square,Model making,Creator Expert,Modular Buildings,2017.0,4002.0,9.0,/inventories/10255-1,/minifigs/inset-10255-1,279.99,215.0,185.0,5.0,5.0,"Anniversary Set, Apartment, Baby, Baked Goods, Ballet, Baseplate, Bathroom, Bbq, Camera, Carriage, Coffee Machine, Creator Expert, D2c, Dentist, Dog, Fine Arts, Fountain, Kitchen, Lamppost, Lego Tower, Microscale, Modular Building, Musical, Parrot, Restaurant, Shop, Wedding",Normal,Box,1305,769,4147,Light Bluish Gray,White
