set_no,name,url,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,price_store,price_new,price_used,rating_value,rating_votes,tags,set_type,packaging,inventory_id,number_parts,total_parts,1st_color,2nd_color
8956-1,Stone Chopper,/sets/8956-1/Stone-Chopper,Action/Adventure,Power Miners,,2009.0,31.0,2.0,/inventories/8956-1,/minifigs/inset-8956-1,5.99,17.0,5.0,4.5,38.0,"Duke, Meltrox, 1St Wave, Mining, Motorcycle, Underground",Normal,Box,764,30,36,Black,Light Bluish Gray
8957-1,Mine Mech,/sets/8957-1/Mine-Mech,Action/Adventure,Power Miners,,2009.0,67.0,2.0,/inventories/8957-1,/minifigs/inset-8957-1,7.99,32.0,7.0,4.1,44.0,"Boulderax, Dr Brains, 1St Wave, Mech, Mining, Underground",Normal,Box,6190,45,71,Lime,Dark Bluish Gray
8958-1,Granite Grinder,/sets/8958-1/Granite-Grinder,Action/Adventure,Power Miners,,2009.0,94.0,2.0,/inventories/8958-1,/minifigs/inset-8958-1,9.99,56.0,8.0,4.7,39.0,"Duke, Glaciator, 1St Wave, Mining, Tracked Vehicle, Underground",Normal,Box,12104,62,102,Black,Lime
8959-1,Claw Digger,/sets/8959-1/Claw-Digger,Action/Adventure,Power Miners,,2009.0,197.0,2.0,/inventories/8959-1,/minifigs/inset-8959-1,19.99,55.0,13.0,4.7,27.0,"Rex, Sulfurix, 1St Wave, Bulldozer, Front Loader, Mining, Underground",Normal,Box,7499,83,208,Lime,Black
8960-1,Thunder Driller,/sets/8960-1/Thunder-Driller,Action/Adventure,Power Miners,,2009.0,235.0,3.0,/inventories/8960-1,/minifigs/inset-8960-1,29.99,104.0,21.0,4.8,38.0,"Doc, Duke, Firox, 1St Wave, Drill, Mining, Underground",Normal,Box,3428,115,252,Black,Lime
8961-1,Crystal Sweeper,/sets/8961-1/Crystal-Sweeper,Action/Adventure,Power Miners,,2009.0,474.0,4.0,/inventories/8961-1,/minifigs/inset-8961-1,69.99,140.0,50.0,4.2,20.0,"Dr Brains, Glaciator, Meltrox, Rex, 1St Wave, Catapult, Drill, Fresh Produce, Mining, Tracked Vehicle, Underground",Normal,Box,9055,172,494,Lime,Dark Bluish Gray
8962-1,Crystal King,/sets/8962-1/Crystal-King,Action/Adventure,Power Miners,,2009.0,168.0,2.0,/inventories/8962-1,/minifigs/inset-8962-1,19.99,45.0,15.0,4.7,22.0,"Duke, Rex, 2nd Wave, Brick Built Figure, Drill, Underground",Normal,Box,2792,66,175,Dark Bluish Gray,Light Bluish Gray
8963-1,Rock Wrecker,/sets/8963-1/Rock-Wrecker,Action/Adventure,Power Miners,,2009.0,225.0,2.0,/inventories/8963-1,/minifigs/inset-8963-1,34.99,49.0,16.0,4.5,13.0,"Geolix, Rex, 2nd Wave, Bigfig, Coffee Machine, Mining, Underground",Normal,Box,11295,100,231,Lime,Light Bluish Gray
8964-1,Titanium Command Rig,/sets/8964-1/Titanium-Command-Rig,Action/Adventure,Power Miners,,2009.0,706.0,5.0,/inventories/8964-1,/minifigs/inset-8964-1,99.99,168.0,73.0,4.6,12.0,"Doc, Dr Brains, Duke, Glaciator, Tremorox, 2nd Wave, 8 Wheel Vehicle, Bigfig, Cage, Converts, Crane, Drill, Fresh Produce, Underground",Normal,Box,7426,218,733,Black,Dark Bluish Gray
8967-1,Gold Tooth's Getaway,/sets/8967-1/Gold-Tooth-s-Getaway,Action/Adventure,Agents,,2009.0,68.0,2.0,/inventories/8967-1,/minifigs/inset-8967-1,9.99,17.0,7.0,4.1,20.0,"Agent Swipe, Gold Tooth, Motor Tricycle, Motorcycle",Normal,Box,6383,43,71,Black,Light Bluish Gray
8968-1,River Heist,/sets/8968-1/River-Heist,Action/Adventure,Agents,,2009.0,203.0,3.0,/inventories/8968-1,/minifigs/inset-8968-1,19.99,34.0,11.0,4.3,11.0,"Agent Fuse, Dollar Bill, Dyna-Mite, Airboat, Boat, Speedboat",Normal,Box,1002,109,209,Black,Light Bluish Gray
8969-1,4-Wheeling Pursuit,/sets/8969-1/4-Wheeling-Pursuit,Action/Adventure,Agents,,2009.0,320.0,2.0,/inventories/8969-1,/minifigs/inset-8969-1,29.99,36.0,14.0,4.0,9.0,"Agent Chase, Dr D. Zaster, 4X4, Aircraft, Car, Helicopter",Normal,Box,6630,144,331,Light Bluish Gray,Black
8970-1,Robo Attack,/sets/8970-1/Robo-Attack,Action/Adventure,Agents,,2009.0,414.0,6.0,/inventories/8970-1,/minifigs/inset-8970-1,49.99,55.0,44.0,4.8,10.0,"Agent Chase, Agent Trace, Dr Inferno, Aircraft, Camera, Converts, Jet Aircraft, Light Brick, Mech, Propeller Aircraft, Quad Bike",Normal,Box,3235,182,429,Black,Light Bluish Gray
8971-1,Aerial Defence Unit,/sets/8971-1/Aerial-Defence-Unit,Action/Adventure,Agents,,2009.0,733.0,7.0,/inventories/8971-1,/minifigs/inset-8971-1,79.99,78.0,30.0,4.8,6.0,"Agent Charge, Agent Chase, Agent Swift, Magma Commander, Magma Drone, Aircraft, Criminal Hideout, Helicopter, Propeller Aircraft, Robot",Normal,Box,11259,213,723,Black,Dark Bluish Gray
10193-1,Medieval Market Village,/sets/10193-1/Medieval-Market-Village,Historical,Castle,,2009.0,1601.0,8.0,/inventories/10193-1,/minifigs/inset-10193-1,99.99,208.0,174.0,4.8,28.0,"Ashlar, Bedroom, Bird, Blacksmith, Brick Built Animals, Brick Built Tree, Chicken, Cow, Crown Knights, D2c, Fireplace, Fish, Horse, House, Rat, Restaurant, Shop, Stable, Street Vendor, Turkey",Normal,Box,10306,321,1652,Reddish Brown,Black
10194-1,Emerald Night,/sets/10194-1/Emerald-Night,Model making,Creator Expert,Trains,2009.0,1085.0,3.0,/inventories/10194-1,/minifigs/inset-10194-1,99.99,449.0,352.0,4.6,23.0,"D2c, Passenger Train, Public Transport, Steam Locomotive",Normal,Box,13854,212,1105,Black,Dark Green
10195-1,Republic Dropship with AT-OT Walker,/sets/10195-1/Republic-Dropship-with-AT-OT-Walker,Licensed,Star Wars,The Clone Wars,2009.0,1758.0,8.0,/inventories/10195-1,/minifigs/inset-10195-1,249.99,624.0,486.0,4.8,19.0,"Clone Pilot, Clone Trooper, Cartoon, Cartoon Network, D2c, Galactic Republic, Lifting Handle, Walker",Normal,Box,8987,269,1776,Light Bluish Gray,Dark Bluish Gray
10196-1,Grand Carousel,/sets/10196-1/Grand-Carousel,Model making,Creator Expert,Fairground,2009.0,3263.0,9.0,/inventories/10196-1,/minifigs/inset-10196-1,249.99,1724.0,862.0,4.5,11.0,"Baseplate, Brick Built Animals, Carousel, D2c, Electric, Electric Motor, Fairground, Horse, Power Functions, Sled, Sound Brick",Normal,Box,4131,292,3295,White,Dark Blue
10197-1,Fire Brigade,/sets/10197-1/Fire-Brigade,Model making,Creator Expert,Modular Buildings,2009.0,2231.0,4.0,/inventories/10197-1,/minifigs/inset-10197-1,149.99,331.0,296.0,5.0,19.0,"Baseplate, Brick Built Tree, Brick Lettering, D2c, Dog, Fire Station, Fire Truck, Kitchen, Lamppost, Modular Building, Sports, USA",Normal,Box,6696,351,2278,Light Bluish Gray,Dark Tan
10198-1,Tantive IV,/sets/10198-1/Tantive-IV,Licensed,Star Wars,Episode IV,2009.0,1408.0,5.0,/inventories/10198-1,/minifigs/inset-10198-1,149.99,326.0,250.0,4.6,13.0,"C-3PO, Captain Antilles, Princess Leia, R2-D2, Rebel Fleet Trooper, A New Hope, D2c, Droid, Escape Pod, Original Trilogy, Rebel Alliance, Tantive Iv",Normal,Box,12811,206,1424,White,Light Bluish Gray
10199-1,Winter Village Toy Shop,/sets/10199-1/Winter-Village-Toy-Shop,Model making,Creator Expert,Winter Village,2009.0,815.0,7.0,/inventories/10199-1,/minifigs/inset-10199-1,59.99,105.0,84.0,4.5,11.0,"Bear, Brick Built Tree, Cat, Christmas, Christmas Tree, D2c, Fireplace, Lamppost, Light Brick, Musical, Racing Car, Robot, Shop, Snowman, Steam Locomotive, Toy Shop, Winter Village",Normal,Box,9814,287,841,White,Light Bluish Gray
852701-1,Troll Warrior Battle Pack,/sets/852701-1/Troll-Warrior-Battle-Pack,Historical,Castle,Battle Pack,2009.0,36.0,5.0,/inventories/852701-1,/minifigs/inset-852701-1,14.99,45.0,41.0,4.5,4.0,Trolls,Extended,,6579,17,36,Reddish Brown,Dark Bluish Gray
852702-1,Dwarf Warrior Battle Pack,/sets/852702-1/Dwarf-Warrior-Battle-Pack,Historical,Castle,Battle Pack,2009.0,45.0,5.0,/inventories/852702-1,/minifigs/inset-852702-1,14.99,41.0,30.0,3.8,4.0,Dwarves,Extended,,1479,26,45,Dark Bluish Gray,Copper
852747-1,Pirates Battle Pack,/sets/852747-1/Pirates-Battle-Pack,Historical,Pirates,Accessories,2009.0,37.0,4.0,/inventories/852747-1,/minifigs/inset-852747-1,14.99,28.0,25.0,4.5,2.0,"Captain Brickbeard, Battle Pack, Minifigure Pack, Monkey, Parrot",Extended,Blister pack,737,39,42,Black,Reddish Brown
4559288-1,{Power Miners Promotional Polybag},/sets/4559288-1/{Power-Miners-Promotional-Polybag},Action/Adventure,Power Miners,,2009.0,,1.0,,/minifigs/inset-4559288-1,,13.0,,,,"Sulfurix, Polybag",Extended,Polybag,12896,3,4,Dark Bluish Gray,Trans-Neon Green
4559385-1,{Power Miners Promotional Polybag},/sets/4559385-1/{Power-Miners-Promotional-Polybag},Action/Adventure,Power Miners,,2009.0,,1.0,,/minifigs/inset-4559385-1,,,,,,"Sulfurix, Polybag",Extended,Polybag,10003,3,4,Dark Bluish Gray,Trans-Neon Green
4559387-1,{Power Miners Promotional Polybag},/sets/4559387-1/{Power-Miners-Promotional-Polybag},Action/Adventure,Power Miners,,2009.0,,1.0,,/minifigs/inset-4559387-1,,5.0,,,,"Sulfurix, Polybag",Extended,Polybag,191,3,4,Dark Bluish Gray,Trans-Neon Green
3177-1,Small Car,/sets/3177-1/Small-Car,Modern day,City,Traffic,2010.0,43.0,1.0,/inventories/3177-1,/minifigs/inset-3177-1,4.99,12.0,4.0,4.5,94.0,Car,Normal,Box,13057,30,45,White,Black
3178-1,Seaplane,/sets/3178-1/Seaplane,Modern day,City,Airport,2010.0,102.0,1.0,/inventories/3178-1,/minifigs/inset-3178-1,10.99,13.0,5.0,4.6,24.0,"Aircraft, Airplane, Octan, Propeller Aircraft, Seaplane",Normal,Box,13738,66,107,Dark Bluish Gray,Yellow
3179-1,Repair Truck,/sets/3179-1/Repair-Truck,Modern day,City,Traffic,2010.0,118.0,1.0,/inventories/3179-1,/minifigs/inset-3179-1,12.99,22.0,10.0,4.5,26.0,"Cherry Picker, Lamppost, Service Vehicle, Truck",Normal,Box,4444,73,127,Dark Bluish Gray,Yellow
3180-1,Tank Truck,/sets/3180-1/Tank-Truck,Modern day,City,Traffic,2010.0,222.0,1.0,/inventories/3180-1,/minifigs/inset-3180-1,19.99,68.0,20.0,4.4,23.0,"Articulated Lorry, Octan, Tanker, Tanker Vehicle, Trailer, Truck",Normal,Box,14139,109,233,Light Bluish Gray,White
3181-1,Passenger Plane,/sets/3181-1/Passenger-Plane,Modern day,City,Airport,2010.0,309.0,3.0,/inventories/3181-1,/minifigs/inset-3181-1,39.99,102.0,28.0,4.1,20.0,"Aircraft, Airplane, Airport, Jet Aircraft, Pickup Truck",Normal,Box,8231,125,312,White,Light Bluish Gray
3182-1,Airport,/sets/3182-1/Airport,Modern day,City,Airport,2010.0,703.0,5.0,/inventories/3182-1,/minifigs/inset-3182-1,99.99,211.0,88.0,4.7,16.0,"Aircraft, Airplane, Airport, Coffee Machine, Jet Aircraft, Lamppost, Octan, Restaurant, Revolving Door, Shop, Trailer, Vending Machine, X Ray",Normal,Box,6975,249,721,White,Red
3221-1,LEGO City Truck,/sets/3221-1/LEGO-City-Truck,Modern day,City,Traffic,2010.0,278.0,2.0,/inventories/3221-1,/minifigs/inset-3221-1,34.99,103.0,38.0,4.6,32.0,"Articulated Lorry, Delivery Truck, Trailer, Transport Vehicle, Truck",Normal,Box,10867,104,285,Yellow,Light Bluish Gray
3222-1,Helicopter and Limousine,/sets/3222-1/Helicopter-and-Limousine,Modern day,City,Airport,2010.0,267.0,4.0,/inventories/3222-1,/minifigs/inset-3222-1,29.99,76.0,31.0,4.6,18.0,"Aircraft, Helicopter, Limousine, Propeller Aircraft, Taxi",Normal,Box,3206,114,259,White,Black
4736-1,Freeing Dobby,/sets/4736-1/Freeing-Dobby,Licensed,Harry Potter,Chamber of Secrets,2010.0,73.0,3.0,/inventories/4736-1,/minifigs/inset-4736-1,10.99,30.0,18.0,4.1,27.0,"Dobby, Harry Potter, Lucius Malfoy, Magic",Normal,Box,16007,47,75,Dark Bluish Gray,Light Bluish Gray
4737-1,Quidditch Match,/sets/4737-1/Quidditch-Match,Licensed,Harry Potter,General,2010.0,153.0,5.0,/inventories/4737-1,/minifigs/inset-4737-1,19.99,70.0,40.0,4.2,15.0,"Draco Malfoy, Harry Potter, Madame Rolanda Hooch, Marcus Flint, Oliver Wood, Catapult, Flying, Magic, Sports",Normal,Box,3822,75,156,Reddish Brown,Light Bluish Gray
4738-1,Hagrid's Hut,/sets/4738-1/Hagrid-s-Hut,Licensed,Harry Potter,General,2010.0,442.0,4.0,/inventories/4738-1,/minifigs/inset-4738-1,39.99,151.0,64.0,4.8,17.0,"Harry Potter, Hermione Granger, Ron Weasley, Rubeus Hagrid, Aragog, Brick Built Animals, Dragon, Electric, Fireplace, Fresh Produce, House, Insect, Light Brick, Magic, Mushroom, Norbert, Owl, Rat, Spider",Normal,Box,4924,160,456,Reddish Brown,Light Bluish Gray
4840-1,The Burrow,/sets/4840-1/The-Burrow,Licensed,Harry Potter,Half-Blood Prince,2010.0,568.0,6.0,/inventories/4840-1,/minifigs/inset-4840-1,59.99,209.0,133.0,4.7,13.0,"Arthur Weasley, Bellatrix Lestrange, Fenrir Greyback, Ginny Weasley, Harry Potter, Molly Weasley, Baked Goods, Bedroom, Catapult, Kitchen, Magic, Owl, Pig",Normal,Box,15407,188,587,Dark Red,Medium Dark Flesh
4841-1,Hogwarts Express,/sets/4841-1/Hogwarts-Express,Licensed,Harry Potter,General,2010.0,646.0,5.0,/inventories/4841-1,/minifigs/inset-4841-1,79.99,223.0,117.0,4.8,8.0,"Draco Malfoy, Ginny Weasley, Harry Potter, Luna Lovegood, Ron Weasley, Car, Cart, Enchanted Car, Ford, Hogwarts Express, Magic, Owl, Passenger Train, Rat, Spider, Steam Locomotive",Normal,Box,5345,224,672,Black,Red
4842-1,Hogwarts Castle,/sets/4842-1/Hogwarts-Castle,Licensed,Harry Potter,General,2010.0,1290.0,11.0,/inventories/4842-1,/minifigs/inset-4842-1,129.99,307.0,180.0,4.9,19.0,"Albus Dumbledore, Argus Filch, Dementor, Gryffindor Knight Statue, Harry Potter, Hermione Granger, Professor Flitwick, Professor McGonagall, Professor Severus Snape, Voldemort, Astronomy, Bat, Castle, Cat, Chandelier, Frog, Hogwarts, Library, Magic, Rat, School, Snake, Spider, Statue, Turkey",Normal,Box,5465,322,1324,Tan,Reddish Brown
5864-1,Mini Helicopter,/sets/5864-1/Mini-Helicopter,Model making,Creator,,2010.0,52.0,0.0,/inventories/5864-1,,5.99,8.0,4.0,4.0,5.0,"Aircraft, Airplane, Boat, Helicopter, Microscale, Multibuild, Propeller Aircraft, Seaplane",Normal,Canister,1353,34,55,Blue,Light Bluish Gray
5865-1,Mini Dumper,/sets/5865-1/Mini-Dumper,Model making,Creator,,2010.0,60.0,0.0,/inventories/5865-1,,5.99,7.0,3.0,4.8,5.0,"Dump Truck, Jeep, Microscale, Multibuild, Racing Car",Normal,Canister,14722,33,64,Light Bluish Gray,Green
5866-1,Rotor Rescue,/sets/5866-1/Rotor-Rescue,Model making,Creator,,2010.0,149.0,0.0,/inventories/5866-1,,12.99,17.0,5.0,3.3,7.0,"Aircraft, Biplane, Helicopter, Multibuild, Powerboat, Propeller Aircraft",Normal,Box,11314,74,157,Yellow,Light Bluish Gray
5867-1,Super Speedster,/sets/5867-1/Super-Speedster,Model making,Creator,,2010.0,278.0,0.0,/inventories/5867-1,,19.99,37.0,17.0,4.5,6.0,"10 Wide Car, Car, Go Kart, Multibuild, Off Roader, Sports Car",Normal,Box,10982,102,285,Red,Black
5868-1,Ferocious Creatures,/sets/5868-1/Ferocious-Creatures,Model making,Creator,,2010.0,416.0,0.0,/inventories/5868-1,,29.99,59.0,30.0,5.0,2.0,"Brick Built Animals, Crocodile, Dinosaur, Fish, Multibuild",Normal,Box,14781,87,421,Green,Dark Green
5891-1,Apple Tree House,/sets/5891-1/Apple-Tree-House,Model making,Creator,,2010.0,539.0,0.0,/inventories/5891-1,,44.99,69.0,43.0,4.4,18.0,"Baseplate, Brick Built Tree, Garden, House, Lamppost, Lawnmower, Mini Modular, Multibuild, Sports",Normal,Box,15968,138,549,White,Light Bluish Gray
5892-1,Sonic Boom,/sets/5892-1/Sonic-Boom,Model making,Creator,,2010.0,539.0,0.0,/inventories/5892-1,,59.99,98.0,35.0,5.0,5.0,"Aircraft, Electric, Jet Aircraft, Light Brick, Multibuild, Propeller Aircraft, Speedboat",Normal,Box,7690,164,548,Red,Dark Bluish Gray
5893-1,Off-Road Power,/sets/5893-1/Off-Road-Power,Model making,Creator,,2010.0,1061.0,0.0,/inventories/5893-1,,89.99,94.0,53.0,4.8,5.0,"14 Wide Car, Dune Buggy, Front Loader, Functional Steering, Multibuild, Off Roader, Quad Bike, Trailer, Transport Vehicle, Truck",Normal,Box,9299,254,1080,Blue,Light Bluish Gray
5981-1,Raid VPR,/sets/5981-1/Raid-VPR,Action/Adventure,Space,Space Police 3,2010.0,69.0,2.0,/inventories/5981-1,/minifigs/inset-5981-1,9.99,27.0,10.0,4.7,24.0,"Blacktron, Police, Spaceship",Normal,Box,15687,62,76,Black,White
5982-1,Smash 'n' Grab,/sets/5982-1/Smash-n-Grab,Action/Adventure,Space,Space Police 3,2010.0,188.0,2.0,/inventories/5982-1,/minifigs/inset-5982-1,19.99,29.0,14.0,4.7,23.0,"Atm, Crane, Spaceship, Tow Truck",Normal,Box,16196,106,199,Black,Light Bluish Gray
5983-1,Undercover Cruiser,/sets/5983-1/Undercover-Cruiser,Action/Adventure,Space,Space Police 3,2010.0,317.0,2.0,/inventories/5983-1,/minifigs/inset-5983-1,29.99,42.0,23.0,4.5,10.0,"Converts, Police, Spaceship",Normal,Box,3686,126,321,White,Light Bluish Gray
5984-1,Lunar Limo,/sets/5984-1/Lunar-Limo,Action/Adventure,Space,Space Police 3,2010.0,391.0,3.0,/inventories/5984-1,/minifigs/inset-5984-1,39.99,55.0,40.0,4.8,13.0,Spaceship,Normal,Box,12076,142,395,Black,Pearl Gold
5985-1,Space Police Central,/sets/5985-1/Space-Police-Central,Action/Adventure,Space,Space Police 3,2010.0,631.0,5.0,/inventories/5985-1,/minifigs/inset-5985-1,79.99,110.0,79.0,4.8,5.0,"K99 Robot, Base, Baseplate, Coffee Machine, Ground Vehicle, Police, Road Baseplate, Spaceship, Target Practice",Normal,Box,5444,256,659,White,Black
7206-1,Fire Helicopter,/sets/7206-1/Fire-Helicopter,Modern day,City,Fire,2010.0,342.0,3.0,/inventories/7206-1,/minifigs/inset-7206-1,39.99,47.0,15.0,4.4,7.0,"Aircraft, Car, Fire, Fire Car, Fire Helicopter, Pickup Truck, Propeller Aircraft",Normal,Box,15946,152,354,Red,White
7207-1,Fire Boat,/sets/7207-1/Fire-Boat,Modern day,City,Fire,2010.0,306.0,4.0,/inventories/7207-1,/minifigs/inset-7207-1,49.99,82.0,31.0,3.5,6.0,"Dinghy, Fire, Fire Boat, Fire Ship, Floats On Water",Normal,Box,5738,134,318,White,Red
7208-1,Fire Station,/sets/7208-1/Fire-Station,Modern day,City,Fire,2010.0,662.0,4.0,/inventories/7208-1,/minifigs/inset-7208-1,79.99,75.0,45.0,4.0,11.0,"Baseplate, Bedroom, Cat, Coffee Machine, Fire, Fire Station, Fire Truck, Road Baseplate, Truck, Tv",Normal,Box,10413,195,673,Red,White
7213-1,Off-Road Fire Truck & Fireboat,/sets/7213-1/Off-Road-Fire-Truck-Fireboat,Modern day,City,Fire,2010.0,388.0,3.0,/inventories/7213-1,/minifigs/inset-7213-1,39.99,73.0,26.0,3.8,4.0,"8 Wheel Vehicle, Boat, Dinghy, Fire, Fire Boat, Fire Truck, Floats On Water, Mobile Crane, Quad Bike, Speedboat, Transport Vehicle, Truck",Normal,Box,12298,165,404,Red,Dark Bluish Gray
7566-1,Farmer,/sets/7566-1/Farmer,Modern day,City,Farm,2010.0,16.0,1.0,/inventories/7566-1,/minifigs/inset-7566-1,3.99,8.0,6.0,4.4,18.0,"Farm, Pig",Normal,Box,4776,16,18,Red,Lime
7567-1,Traveller,/sets/7567-1/Traveller,Modern day,City,Airport,2010.0,21.0,1.0,/inventories/7567-1,/minifigs/inset-7567-1,3.99,7.0,3.0,4.1,23.0,"Airport, Camera",Normal,Box,15174,19,22,Black,Yellow
7569-1,Desert Attack,/sets/7569-1/Desert-Attack,Licensed,Prince of Persia,,2010.0,57.0,4.0,/inventories/7569-1,/minifigs/inset-7569-1,10.99,16.0,12.0,4.4,19.0,"Dastan, Ghazab, Setam, Asia, Disney, Horse, Modern Disney, Scorpions, Snake, Video Game",Normal,Box,964,49,60,Black,Tan
7570-1,The Ostrich Race,/sets/7570-1/The-Ostrich-Race,Licensed,Prince of Persia,,2010.0,169.0,3.0,/inventories/7570-1,/minifigs/inset-7570-1,19.99,25.0,18.0,4.3,13.0,"Dastan, Ostrich Jockey, Sheik Amar, Asia, Disney, Modern Disney, Ostrich, Racing, Video Game",Normal,Box,9699,68,172,Reddish Brown,Dark Tan
7571-1,The Fight for the Dagger,/sets/7571-1/The-Fight-for-the-Dagger,Licensed,Prince of Persia,,2010.0,258.0,4.0,/inventories/7571-1,/minifigs/inset-7571-1,29.99,41.0,32.0,4.3,19.0,"Alamut Merchant, Asoka, Dastan, Princess Tamina, Asia, Camel, Cart, Disney, Fish, Fresh Produce, Modern Disney, Street Vendor, Trapdoor",Normal,Box,3766,103,266,Tan,White
7572-1,Quest Against Time,/sets/7572-1/Quest-Against-Time,Licensed,Prince of Persia,,2010.0,506.0,4.0,/inventories/7572-1,/minifigs/inset-7572-1,49.99,47.0,26.0,3.6,7.0,"Dastan, Nizam, Princess Tamina, Zolm, Asia, Disney, Light Brick, Modern Disney, Snake, Temple, Video Game",Normal,Box,2086,133,517,Dark Bluish Gray,Black
7573-1,Battle of Alamut,/sets/7573-1/Battle-of-Alamut,Licensed,Prince of Persia,,2010.0,821.0,7.0,/inventories/7573-1,/minifigs/inset-7573-1,79.99,111.0,104.0,4.8,11.0,"Alamut Guard, Dastan, Gool, Nizam, Seso, Tamah, Asia, Camel, Cart, Catapult, Disney, Enclosed Fortress, Modern Disney, Video Game",Normal,Box,13257,206,840,White,Medium Dark Flesh
7590-1,Woody and Buzz to the Rescue,/sets/7590-1/Woody-and-Buzz-to-the-Rescue,Licensed,Toy Story,Original Film,2010.0,92.0,2.0,/inventories/7590-1,/minifigs/inset-7590-1,19.99,77.0,27.0,4.4,19.0,"Buzz Lightyear, Woody, Car, Disney, Fireworks, Pixar, Rc Car, Rocket",Normal,Box,14834,58,96,Blue,Lime
7591-1,Construct-a-Zurg,/sets/7591-1/Construct-a-Zurg,Licensed,Toy Story,,2010.0,118.0,1.0,/inventories/7591-1,/minifigs/inset-7591-1,24.99,25.0,26.0,3.4,5.0,"Alien, Brick Built Figure, Disney, Pixar, Robot, Space",Normal,Box,15749,65,124,Dark Purple,Dark Bluish Gray
7592-1,Construct-a-Buzz,/sets/7592-1/Construct-a-Buzz,Licensed,Toy Story,,2010.0,205.0,1.0,/inventories/7592-1,/minifigs/inset-7592-1,24.99,78.0,18.0,4.7,11.0,"Alien, Brick Built Figure, Disney, Pixar, Space, Star Command",Normal,Box,6650,79,210,White,Lime
7593-1,Buzz's Star Command Spaceship,/sets/7593-1/Buzz-s-Star-Command-Spaceship,Licensed,Toy Story,Toy Story 2,2010.0,257.0,2.0,/inventories/7593-1,/minifigs/inset-7593-1,29.99,55.0,34.0,4.5,10.0,"Buzz Lightyear, Zurg, 4X4, Disney, Pixar, Robot, Spaceship, Star Command",Normal,Box,801,85,258,Blue,Light Bluish Gray
7594-1,Woody's Roundup!,/sets/7594-1/Woody-s-Roundup!,Licensed,Toy Story,Toy Story 2,2010.0,502.0,3.0,/inventories/7594-1,/minifigs/inset-7594-1,49.99,84.0,61.0,4.4,5.0,"Jessie, Stinky Pete, Woody, Bullseye, Cactus, Cave, Disney, Horse, Pixar, Sheriff Office, Toy Story 2, Wild West",Normal,Box,5705,136,511,Reddish Brown,Dark Bluish Gray
7595-1,Army Men on Patrol,/sets/7595-1/Army-Men-on-Patrol,Licensed,Toy Story,Original Film,2010.0,90.0,4.0,/inventories/7595-1,/minifigs/inset-7595-1,10.99,26.0,16.0,4.7,40.0,"Green Army Man, Car, Disney, Jeep, Military, Pixar",Normal,Box,10650,38,91,Green,Black
7596-1,Trash Compactor Escape,/sets/7596-1/Trash-Compactor-Escape,Licensed,Toy Story,Toy Story 3,2010.0,370.0,3.0,/inventories/7596-1,/minifigs/inset-7596-1,49.99,69.0,43.0,3.8,4.0,"Alien, Woody, Bigfig, Conveyor Belt, Crane, Disney, Hamm, Lotso, Pig, Pixar, Toy Story 3",Normal,Box,4454,145,382,Light Bluish Gray,Dark Bluish Gray
7597-1,Western Train Chase,/sets/7597-1/Western-Train-Chase,Licensed,Toy Story,Toy Story 3,2010.0,584.0,3.0,/inventories/7597-1,/minifigs/inset-7597-1,79.99,169.0,105.0,3.6,7.0,"Buzz Lightyear, Jessie, Woody, Bullseye, Dinosaur, Disney, Freight Wagon, Hamm, Horse, Passenger Coach, Pig, Pixar, Rex The Dinosaur, Steam Locomotive, Toy Story 3, Wild West",Normal,Box,4423,187,596,Black,Red
7598-1,Pizza Planet Truck Rescue,/sets/7598-1/Pizza-Planet-Truck-Rescue,Licensed,Toy Story,Toy Story 2,2010.0,225.0,2.0,/inventories/7598-1,/minifigs/inset-7598-1,39.99,101.0,72.0,4.7,9.0,"Alien, Buzz Lightyear, 10 Wide Car, Car, Delivery Truck, Dinosaur, Hamm, Pig, Pixar, Pizza, Pizza Planet, Rex The Dinosaur, Toy Story 2",Normal,Box,8249,119,229,Yellow,Dark Bluish Gray
7599-1,Garbage Truck Getaway,/sets/7599-1/Garbage-Truck-Getaway,Licensed,Toy Story,Toy Story 3,2010.0,402.0,3.0,/inventories/7599-1,/minifigs/inset-7599-1,49.99,94.0,67.0,4.6,5.0,"Buzz Lightyear, Jessie, Twitch, Bigfig, Disney, Lotso, Pixar, Refuse Truck, Service Vehicle, Toy Story 3",Normal,Box,8898,133,414,Light Bluish Gray,Dark Bluish Gray
7684-1,Pig Farm & Tractor,/sets/7684-1/Pig-Farm-Tractor,Modern day,City,Farm,2010.0,256.0,2.0,/inventories/7684-1,/minifigs/inset-7684-1,34.99,82.0,46.0,4.6,10.0,"Farm, Pig, Tractor, Trailer",Normal,Box,4890,133,267,Light Bluish Gray,Red
7688-1,LEGO Sports Plane ,/sets/7688-1/LEGO-Sports-Plane,Modern day,City,Airport,2010.0,105.0,1.0,/inventories/7688-1,/minifigs/inset-7688-1,,17.0,11.0,4.7,3.0,"Aircraft, Airline Promo, Airplane, Octan, Propeller Aircraft, Service Vehicle, Sports Plane",Normal,Box,1686,71,110,Red,White
