set_no,name,price_store,price_used,popularity,group,year,total_parts,number_parts,number_colors,scolor_1st,scolor_2nd
31018-1,Highway Cruiser,12.99,6.0,10.0,Model making,2014.0,135,67,12,Gray,Gray
31019-1,Forest Animals,19.99,13.0,9.0,Model making,2014.0,276,107,13,Brown,Tan
31020-1,Twinblade Adventures,17.99,10.0,8.0,Model making,2014.0,223,86,13,Black,Gray
31021-1,Furry Creatures,19.99,19.0,14.100000000000001,Model making,2014.0,296,106,10,White,Black
31022-1,Turbo Quad,24.99,13.0,,Model making,2014.0,191,84,9,Gray,Yellow
31023-1,Yellow Racers,29.99,16.0,,Model making,2014.0,340,131,13,Black,Yellow
31024-1,Roaring Power,29.99,14.0,4.0,Model making,2014.0,385,114,14,Red,Black
31025-1,Mountain Hut,39.99,29.0,18.0,Model making,2014.0,567,155,27,Brown,Gray
31026-1,Bike Shop & Cafe,89.99,72.0,14.100000000000001,Model making,2014.0,1024,245,29,White,Black
40110-1,LEGO City Coin Bank,14.99,9.0,,Modern day,2014.0,125,59,11,Gray,Gray
41050-1,Ariel's Amazing Treasures,12.99,15.0,3.0,Licensed,2014.0,84,48,19,Yellow,Red
41051-1,Merida's Highland Games,19.99,36.0,9.899999999999999,Licensed,2014.0,155,87,28,Tan,Brown
41052-1,Ariel's Magical Kiss,29.99,15.0,11.100000000000001,Licensed,2014.0,265,111,29,Yellow,Brown
41053-1,Cinderella's Dream Carriage,29.99,14.0,4.0,Licensed,2014.0,286,101,23,White,Blue
41054-1,Rapunzel's Creativity Tower,39.99,44.0,9.0,Licensed,2014.0,327,141,30,Yellow,Gray
41055-1,Cinderella's Romantic Castle,69.99,50.0,5.0,Licensed,2014.0,684,236,35,White,Yellow
60032-1,Arctic Snowmobile,6.99,6.0,27.3,Modern day,2014.0,47,37,10,Yellow,Gray
60033-1,Arctic Ice Crawler,14.99,9.0,8.0,Modern day,2014.0,119,68,11,Gray,Gray
60034-1,Arctic Helicrane,39.99,29.0,5.0,Modern day,2014.0,277,145,20,Black,Gray
60035-1,Arctic Outpost,49.99,37.0,10.0,Modern day,2014.0,386,182,16,Gray,Yellow
60036-1,Arctic Base Camp,89.99,65.0,19.2,Modern day,2014.0,764,295,22,Yellow,Gray
60041-1,Crook Pursuit,6.99,4.0,4.0,Modern day,2014.0,44,34,14,Black,Gray
60042-1,High Speed Police Chase,19.99,11.0,12.0,Modern day,2014.0,117,66,19,White,Black
60043-1,Prisoner Transporter,24.99,13.0,11.100000000000001,Modern day,2014.0,207,106,15,White,Gray
60044-1,Mobile Police Unit,44.99,21.0,28.799999999999997,Modern day,2014.0,388,154,16,White,Black
60045-1,Police Patrol,44.99,26.0,,Modern day,2014.0,430,220,22,Gray,White
60046-1,Helicopter Surveillance,74.99,34.0,8.0,Modern day,2014.0,528,212,24,Gray,Black
60047-1,Police Station,99.99,55.0,18.0,Modern day,2014.0,897,323,23,White,Gray
60048-1,Police Dog Unit,29.99,22.0,8.0,Modern day,2014.0,248,143,21,Gray,White
60049-1,Helicopter Transporter,44.99,30.0,8.0,Modern day,2014.0,381,187,21,White,Gray
60050-1,Train Station,64.99,75.0,12.899999999999999,Modern day,2014.0,439,185,25,Gray,Gray
60051-1,High-speed Passenger Train,149.99,88.0,21.0,Modern day,2014.0,615,124,19,Gray,White
60052-1,Cargo Train,199.99,148.0,32.199999999999996,Modern day,2014.0,922,320,23,Black,Gray
60053-1,Race Car,9.99,7.0,21.0,Modern day,2014.0,110,61,12,Black,White
60054-1,Light Repair Truck,9.99,9.0,10.0,Modern day,2014.0,100,68,16,Gray,Yellow
60055-1,Monster Truck,9.99,6.0,4.0,Modern day,2014.0,82,46,10,Black,Green
60056-1,Tow Truck,19.99,25.0,12.899999999999999,Modern day,2014.0,236,114,16,Gray,Blue
60057-1,Camper Van,19.99,21.0,22.0,Modern day,2014.0,201,101,19,White,Gray
60058-1,SUV with Watercraft,19.99,12.0,9.0,Modern day,2014.0,218,93,17,Black,Gray
60059-1,Logging Truck,19.99,34.0,12.899999999999999,Modern day,2014.0,238,106,19,Black,Green
60060-1,Auto Transporter,29.99,30.0,15.0,Modern day,2014.0,360,120,17,Black,Gray
60061-1,Airport Fire Truck,29.99,39.0,15.0,Modern day,2014.0,333,115,15,Gray,Gray
60062-1,Arctic Icebreaker,129.99,121.0,5.0,Modern day,2014.0,741,333,23,White,Black
60064-1,Arctic Supply Plane,49.99,63.0,5.0,Modern day,2014.0,389,177,18,Gray,Yellow
70123-1,Lion Legend Beast,9.99,8.0,12.899999999999999,Action/Adventure,2014.0,122,53,13,Tan,Gray
70124-1,Eagle Legend Beast,9.99,7.0,9.0,Action/Adventure,2014.0,110,52,10,White,Blue
70125-1,Gorilla Legend Beast,9.99,6.0,4.0,Action/Adventure,2014.0,110,49,11,Brown,Tan
70126-1,Crocodile Legend Beast,9.99,8.0,8.0,Action/Adventure,2014.0,126,49,11,Green,Gray
70127-1,Wolf Legend Beast,9.99,9.0,8.0,Action/Adventure,2014.0,114,49,10,White,Gray
70128-1,Braptor's Wing Striker,14.99,9.0,7.0,Action/Adventure,2014.0,155,87,19,Black,Gray
70129-1,Lavertus' Twin Blade,19.99,12.0,14.0,Action/Adventure,2014.0,191,97,19,Black,Yellow
70130-1,Sparratus' Spider Stalker,24.99,10.0,4.0,Action/Adventure,2014.0,291,111,19,Black,Gray
70131-1,Rogon's Rock Flinger,29.99,20.0,7.0,Action/Adventure,2014.0,256,115,12,Gray,White
70132-1,Scorm's Scorpion Stinger,39.99,30.0,5.0,Action/Adventure,2014.0,433,160,23,Black,Gray
70133-1,Spinlyn's Cavern,39.99,20.0,9.0,Action/Adventure,2014.0,432,206,17,Black,Gray
70134-1,Lavertus' Outland Base,59.99,27.0,4.0,Action/Adventure,2014.0,682,212,24,Black,Gray
70135-1,Cragger's Fire Striker,39.99,16.0,5.0,Action/Adventure,2014.0,379,142,22,Red,Gray
70141-1,Vardy's Ice Vulture Glider,19.99,10.0,12.899999999999999,Action/Adventure,2014.0,216,108,22,Gray,Brown
70142-1,Eris' Fire Eagle Flyer,29.99,7.0,5.0,Action/Adventure,2014.0,329,141,20,Blue,Black
70143-1,Sir Fangar's Sabre-Tooth Walker,39.99,22.0,4.0,Action/Adventure,2014.0,438,163,18,Black,Gray
70144-1,Laval's Fire Lion,49.99,28.0,8.0,Action/Adventure,2014.0,448,179,19,Black,Gray
70145-1,Maula's Ice Mammoth Stomper,89.99,48.0,19.2,Action/Adventure,2014.0,599,204,20,Black,Transparent
70146-1,Flying Phoenix Fire Temple,119.99,61.0,5.0,Action/Adventure,2014.0,1300,331,27,Gray,Black
70147-1,Sir Fangar's Ice Fortress,69.99,63.0,,Action/Adventure,2014.0,699,272,21,Black,Gray
70160-1,Riverside Raid,11.99,6.0,12.0,Action/Adventure,2014.0,93,53,12,Black,Gray
70161-1,Tremor Track Infiltration,19.99,10.0,3.0,Action/Adventure,2014.0,241,94,16,Black,Gray
70162-1,Infearno Interception,29.99,19.0,24.0,Action/Adventure,2014.0,328,138,16,Black,Gray
70163-1,Toxikita's Toxic Meltdown,39.99,20.0,9.0,Action/Adventure,2014.0,449,203,23,Black,Gray
70164-1,Hurricane Heist,69.99,18.0,18.0,Action/Adventure,2014.0,606,181,23,Black,Green
70165-1,Ultra Agents Mission HQ,99.99,77.0,10.0,Action/Adventure,2014.0,1099,329,23,Black,Gray
70720-1,Hover Hunter,11.99,6.0,16.0,Action/Adventure,2014.0,85,58,11,Black,Gray
70721-1,Kai Fighter,19.99,17.0,15.0,Action/Adventure,2014.0,199,93,14,Red,Black
70722-1,OverBorg Attack,19.99,20.0,15.2,Action/Adventure,2014.0,209,101,14,Black,Gray
70723-1,Thunder Raider,29.99,37.0,8.0,Action/Adventure,2014.0,347,140,23,Black,Gray
70724-1,NinjaCopter,59.99,41.0,10.0,Action/Adventure,2014.0,516,203,18,White,Black
70725-1,Nindroid MechDragon,89.99,54.0,16.0,Action/Adventure,2014.0,691,250,21,Black,Gray
70726-1,Destructoid,34.99,35.0,4.0,Action/Adventure,2014.0,252,120,15,Black,Gray
70727-1,X-1 Ninja Charger,39.99,63.0,5.0,Action/Adventure,2014.0,425,160,16,Red,Black
70728-1,Battle for Ninjago City,119.99,98.0,14.100000000000001,Action/Adventure,2014.0,1217,377,24,Black,Red
70800-1,Getaway Glider,12.99,9.0,28.0,Licensed,2014.0,112,68,17,Brown,Gray
70801-1,Melting Room,12.99,8.0,17.2,Licensed,2014.0,133,89,16,Gray,Black
70802-1,Bad Cop's Pursuit,29.99,16.0,14.100000000000001,Licensed,2014.0,330,150,18,Black,Gray
70803-1,Cloud Cuckoo Palace,19.99,15.0,25.200000000000003,Licensed,2014.0,218,123,29,White,Red
70804-1,Ice Cream Machine,29.99,21.0,14.100000000000001,Licensed,2014.0,346,137,21,White,Gray
70805-1,Trash Chomper,29.99,22.0,4.0,Licensed,2014.0,388,120,19,Gray,Black
70806-1,Castle Cavalry,29.99,17.0,15.2,Licensed,2014.0,437,134,18,Gray,Gray
70807-1,MetalBeard's Duel,34.99,42.0,12.0,Licensed,2014.0,432,195,21,Black,Gray
70808-1,Super Cycle Chase,49.99,36.0,19.2,Licensed,2014.0,513,167,19,Black,Gray
70809-1,Lord Business' Evil Lair,69.99,60.0,21.0,Licensed,2014.0,776,291,29,Black,Gray
70810-1,MetalBeard's Sea Cow,249.99,258.0,20.0,Licensed,2014.0,2824,592,33,Brown,Black
70811-1,The Flying Flusher,29.99,21.0,12.0,Licensed,2014.0,350,133,19,Gray,White
70812-1,Creative Ambush,39.99,22.0,19.2,Licensed,2014.0,495,209,22,Gray,Black
70813-1,Rescue Reinforcements,69.99,46.0,8.0,Licensed,2014.0,892,320,28,Black,Red
70814-1,Emmet's Construct-o-Mech,59.99,61.0,,Licensed,2014.0,731,202,18,Yellow,Gray
70815-1,Super Secret Police Dropship,79.99,60.0,25.0,Licensed,2014.0,887,249,20,Black,Gray
70816-1,"Benny's Spaceship, Spaceship, SPACESHIP!",99.99,97.0,52.8,Licensed,2014.0,980,293,17,Blue,Gray
71006-1,The Simpsons House,199.99,183.0,30.800000000000004,Licensed,2014.0,2614,501,37,Tan,Brown
75028-1,Clone Turbo Tank,9.99,13.0,22.799999999999997,Licensed,2014.0,100,42,9,Gray,Gray
75029-1,AAT,9.99,9.0,16.0,Licensed,2014.0,101,56,9,Tan,Black
75030-1,Millennium Falcon,9.99,12.0,17.2,Licensed,2014.0,102,57,11,Gray,Gray
75031-1,TIE Interceptor,9.99,8.0,11.100000000000001,Licensed,2014.0,96,43,9,Gray,Black
75032-1,X-Wing Fighter,9.99,11.0,39.6,Licensed,2014.0,101,42,11,White,Gray
75041-1,Vulture Droid,24.99,30.0,7.0,Licensed,2014.0,212,76,17,Gray,Black
75042-1,Droid Gunship,49.99,31.0,8.0,Licensed,2014.0,449,153,18,Gray,Black
75043-1,AT-AP,59.99,42.0,25.0,Licensed,2014.0,741,236,18,Gray,Gray
75044-1,Droid Tri-Fighter,29.99,25.0,4.0,Licensed,2014.0,261,73,11,Gray,Gray
75045-1,Republic AV-7 Anti-Vehicle Cannon,39.99,58.0,5.0,Licensed,2014.0,434,138,19,Gray,Black
75046-1,Coruscant Police Gunship,49.99,68.0,9.0,Licensed,2014.0,480,161,19,Gray,Gray
75048-1,The Phantom,24.99,24.0,42.0,Licensed,2014.0,233,90,16,White,Gray
75049-1,Snowspeeder,29.99,28.0,22.799999999999997,Licensed,2014.0,288,139,15,White,Gray
75050-1,B-Wing,49.99,50.0,25.200000000000003,Licensed,2014.0,460,174,17,Gray,Gray
75051-1,Jedi Scout Fighter,59.99,42.0,14.100000000000001,Licensed,2014.0,506,173,25,Gray,White
75052-1,Mos Eisley Cantina,69.99,82.0,30.099999999999998,Licensed,2014.0,643,237,25,Tan,Gray
75053-1,The Ghost,89.99,132.0,25.799999999999997,Licensed,2014.0,965,297,29,Gray,Gray
75053-1,The Ghost,89.99,132.0,25.799999999999997,Licensed,2014.0,965,297,29,Gray,Gray
75054-1,AT-AT,109.99,140.0,30.0,Licensed,2014.0,1162,228,13,Gray,Gray
75055-1,Imperial Star Destroyer,129.99,151.0,19.2,Licensed,2014.0,1375,237,15,Gray,Gray
75058-1,MTT,89.99,93.0,5.0,Licensed,2014.0,982,265,21,Brown,Black
75059-1,Sandcrawler,299.99,254.0,24.0,Licensed,2014.0,3366,344,20,Brown,Black
76010-1,Batman: The Penguin Face off,12.99,9.0,18.0,Licensed,2014.0,143,77,15,Black,Yellow
76011-1,Batman: Man-Bat Attack,19.99,14.0,7.0,Licensed,2014.0,195,111,16,Black,Gray
76012-1,Batman: The Riddler Chase,29.99,17.0,9.899999999999999,Licensed,2014.0,319,148,20,Black,Gray
76013-1,Batman: The Joker Steam Roller,49.99,44.0,18.0,Licensed,2014.0,485,190,21,Black,Gray
76014-1,Spider-Trike vs. Electro,12.99,9.0,15.0,Licensed,2014.0,69,42,11,Gray,Red
76015-1,Doc Ock Truck Heist,19.99,15.0,20.0,Licensed,2014.0,245,120,19,Gray,Black
76016-1,Spider-Helicopter Rescue,44.99,28.0,3.0,Licensed,2014.0,298,140,21,Gray,Gray
76017-1,Avengers: Captain America vs. Hydra,19.99,15.0,8.0,Licensed,2014.0,186,83,16,Black,Gray
76018-1,Avengers: Hulk Lab Smash,49.99,31.0,9.0,Licensed,2014.0,397,166,22,Gray,Blue
76019-1,Starblaster Showdown ,19.99,19.0,20.0,Licensed,2014.0,203,97,20,Blue,Black
76020-1,Knowhere Escape Mission ,39.99,35.0,12.899999999999999,Licensed,2014.0,451,186,30,Gray,Gray
76021-1,The Milano Spaceship Rescue,74.99,76.0,24.0,Licensed,2014.0,704,280,24,Black,Gray
76022-1,X-Men vs. The Sentinel,49.99,38.0,22.0,Licensed,2014.0,348,159,20,Black,Gray
76023-1,The Tumbler,199.99,195.0,15.0,Licensed,2014.0,1867,308,17,Black,Gray
79015-1,Witch-King Battle,14.99,21.0,25.200000000000003,Licensed,2014.0,104,63,18,Gray,Brown
79016-1,Attack on Lake-town,29.99,37.0,23.0,Licensed,2014.0,325,148,19,Brown,Black
79017-1,The Battle of Five Armies,59.99,71.0,21.0,Licensed,2014.0,492,191,22,Tan,Brown
79018-1,The Lonely Mountain,129.99,164.0,18.0,Licensed,2014.0,905,274,27,Gray,Green
79115-1,Turtle Van Takedown,39.99,38.0,,Licensed,2014.0,367,139,21,Green,Gray
79116-1,Big Rig Snow Getaway,69.99,48.0,,Licensed,2014.0,742,252,28,Gray,Black
79117-1,Turtle Lair Invasion,99.99,70.0,,Licensed,2014.0,886,260,26,Gray,Black
79118-1,Karai Bike Escape,12.99,15.0,7.0,Licensed,2014.0,101,81,16,Black,Gray
79119-1,Mutation Chamber Unleashed,24.99,10.0,9.899999999999999,Licensed,2014.0,195,81,16,Gray,Gray
79120-1,T-Rawket Sky Strike,34.99,50.0,4.0,Licensed,2014.0,285,125,27,Black,Gray
79121-1,Turtle Sub Undersea Chase,59.99,25.0,10.0,Licensed,2014.0,683,229,27,Gray,Gray
79122-1,Shredder's Lair Rescue,49.99,40.0,10.0,Licensed,2014.0,477,182,29,Black,Gray
10246-1,Detective's Office,159.99,181.0,42.300000000000004,Model making,2015.0,2332,500,33,Gray,Gray
10247-1,Ferris Wheel,199.99,185.0,40.0,Model making,2015.0,2501,313,32,White,Gray
10248-1,Ferrari F40,99.99,110.0,32.9,Model making,2015.0,1190,286,17,Red,Gray
10249-1,Winter Toy Shop,79.99,114.0,19.2,Model making,2015.0,941,311,34,Gray,Brown
21022-1,Lincoln Memorial,29.99,34.0,13.2,Model making,2015.0,279,40,8,White,Black
21023-1,"Flatiron Building, New York",39.99,37.0,,Model making,2015.0,480,61,7,Tan,Tan
21024-1,Louvre,59.99,58.0,10.0,Model making,2015.0,695,74,9,Tan,Transparent
21119-1,The Dungeon,19.99,15.0,12.899999999999999,Licensed,2015.0,237,103,23,Gray,Gray
21120-1,The Snow Hideout,39.99,25.0,4.0,Licensed,2015.0,339,118,22,White,Brown
21121-1,The Desert Outpost,59.99,35.0,,Licensed,2015.0,519,121,24,Gray,Tan
21122-1,The Nether Fortress,79.99,43.0,9.2,Licensed,2015.0,571,139,28,Red,Gray
31032-1,Red Creatures,14.99,19.0,14.100000000000001,Model making,2015.0,226,60,9,Red,Red
31033-1,Vehicle Transporter,24.99,18.0,,Model making,2015.0,275,98,12,Black,Gray
31034-1,Future Flyer,24.99,20.0,10.0,Model making,2015.0,241,82,9,White,Gray
31035-1,Beach Hut,29.99,21.0,4.0,Model making,2015.0,297,118,22,Yellow,Blue
31036-1,Toy & Grocery Shop,39.99,29.0,17.0,Model making,2015.0,480,149,21,White,Gray
31037-1,Adventure Vehicles,24.99,11.0,10.0,Model making,2015.0,294,104,15,Black,Gray
31038-1,Changing Seasons,49.99,34.0,8.0,Model making,2015.0,552,159,24,White,Tan
31039-1,Blue Power Jet,69.99,50.0,9.0,Model making,2015.0,623,180,16,Blue,White
31027-1,Blue Racer,4.99,3.0,10.0,Model making,2015.0,72,34,10,Blue,White
31028-1,Sea Plane,4.99,3.0,12.0,Model making,2015.0,59,38,10,Black,Yellow
31029-1,Cargo Heli,9.99,6.0,4.0,Model making,2015.0,141,69,9,Yellow,Gray
31030-1,Red Go-Kart,9.99,8.0,5.0,Model making,2015.0,111,54,10,Gray,Black
31031-1,Rainforest Animals,14.99,16.0,25.0,Model making,2015.0,222,77,15,Green,Black
41060-1,Sleeping Beauty's Royal Bedroom,12.99,14.0,6.0,Licensed,2015.0,106,69,19,Yellow,White
41061-1,Jasmine's Exotic Palace,19.99,12.0,3.0,Licensed,2015.0,159,83,23,Yellow,Red
41062-1,Elsa's Sparkling Ice Castle,39.99,25.0,9.0,Licensed,2015.0,317,152,33,White,Transparent
41063-1,Ariel's Undersea Palace,54.99,37.0,,Licensed,2015.0,406,180,32,White,Yellow
41071-1,Aira's Creative Workshop,9.99,10.0,8.0,Action/Adventure,2015.0,113,79,18,White,Brown
41072-1,Naida's Spa Secret,19.99,30.0,8.0,Action/Adventure,2015.0,268,149,29,Gray,Brown
41073-1,Naida's Epic Adventure Ship,29.99,29.0,4.0,Action/Adventure,2015.0,330,160,27,Black,Tan
41074-1,Azari and the Magical Bakery,29.99,31.0,4.0,Action/Adventure,2015.0,349,168,32,Gray,Tan
41075-1,The Elves' Treetop Hideaway,49.99,46.0,7.0,Action/Adventure,2015.0,542,202,41,Red,Tan
41076-1,Farran and the Crystal Hollow,14.99,13.0,9.0,Action/Adventure,2015.0,188,90,26,Gray,Red
41077-1,Aira's Pegasus Sleigh,29.99,28.0,4.0,Action/Adventure,2015.0,337,169,31,White,Gray
41078-1,Skyra's Mysterious Sky Castle,79.99,84.0,10.0,Action/Adventure,2015.0,848,293,42,Tan,Gray
60065-1,ATV Patrol,6.99,5.0,7.0,Modern day,2015.0,65,49,15,Gray,Black
60066-1,Swamp Police Starter Set,9.99,6.0,10.0,Modern day,2015.0,85,66,19,Brown,White
60067-1,Helicopter Pursuit,39.99,17.0,4.0,Modern day,2015.0,262,134,22,Gray,Black
60068-1,Crooks' Hideout,69.99,40.0,5.0,Modern day,2015.0,469,219,27,Gray,Gray
60069-1,Swamp Police Station,89.99,50.0,9.0,Modern day,2015.0,730,278,30,Gray,Gray
60070-1,Water Plane Chase,29.99,18.0,9.0,Modern day,2015.0,261,140,21,Gray,Yellow
60071-1,Hovercraft Arrest,44.99,23.0,5.0,Modern day,2015.0,328,148,26,Black,Gray
60072-1,Demolition Starter Set,9.99,9.0,22.0,Modern day,2015.0,90,58,17,Gray,Yellow
60073-1,Service Truck,24.99,15.0,24.0,Modern day,2015.0,232,115,17,Gray,Gray
60074-1,Bulldozer,39.99,19.0,5.0,Modern day,2015.0,403,155,19,Black,Yellow
60075-1,Excavator and Truck,49.99,35.0,,Modern day,2015.0,310,131,21,Black,Gray
60076-1,Demolition Site,89.99,62.0,5.0,Modern day,2015.0,800,300,21,Black,Gray
60077-1,Space Starter Set,9.99,7.0,12.899999999999999,Modern day,2015.0,114,71,17,White,Black
60078-1,Utility Shuttle,24.99,19.0,19.2,Modern day,2015.0,158,79,12,White,Gray
60079-1,Training Jet Transporter,49.99,23.0,5.0,Modern day,2015.0,463,201,21,Gray,White
60080-1,Spaceport,119.99,81.0,11.100000000000001,Modern day,2015.0,604,243,21,Black,White
60081-1,Pickup Tow Truck,19.99,15.0,14.100000000000001,Modern day,2015.0,221,110,18,Gray,Black
60082-1,Dune Buggy Trailer,19.99,14.0,5.0,Modern day,2015.0,221,111,18,Gray,Yellow
60083-1,Snowplough Truck,19.99,21.0,10.0,Modern day,2015.0,205,92,16,Black,Gray
60084-1,Racing Bike Transporter,19.99,12.0,4.0,Modern day,2015.0,183,94,14,Black,Red
60085-1,4x4 with Powerboat,29.99,20.0,3.0,Modern day,2015.0,313,137,14,Black,Gray
60086-1,LEGO City Starter Set,29.99,19.0,5.0,Modern day,2015.0,252,150,22,Black,White
60088-1,Fire Starter Set,9.99,8.0,,Modern day,2015.0,97,69,15,Yellow,Black
60090-1,Deep Sea Scuba Scooter,6.99,7.0,22.799999999999997,Modern day,2015.0,46,34,12,Black,Gray
60091-1,Deep Sea Starter Set,9.99,8.0,9.0,Modern day,2015.0,94,59,16,Gray,Black
60092-1,Deep Sea Submarine,39.99,30.0,18.0,Modern day,2015.0,291,149,20,Black,Gray
60093-1,Deep Sea Helicopter,49.99,27.0,9.0,Modern day,2015.0,386,163,18,Gray,Gray
60095-1,Deep Sea Exploration Vessel,119.99,89.0,22.0,Modern day,2015.0,750,319,26,Gray,Black
60096-1,Deep Sea Operation Base,99.99,64.0,12.0,Modern day,2015.0,906,306,22,Yellow,Gray
60097-1,City Square,189.99,127.0,20.0,Modern day,2015.0,1745,578,28,Gray,Black
60098-1,Heavy-Haul Train,199.99,171.0,4.0,Modern day,2015.0,1003,336,24,Gray,Gray
60099-1,City Advent Calendar,29.99,12.0,,Modern day,2015.0,320,201,30,Black,White
70166-1,Spyclops Infiltration,9.99,8.0,8.0,Action/Adventure,2015.0,108,48,20,Black,Gray
70167-1,Invizable Gold Getaway,19.99,15.0,5.0,Action/Adventure,2015.0,236,106,19,Black,Gray
70168-1,Drillex Diamond Job,29.99,19.0,4.0,Action/Adventure,2015.0,327,116,22,Black,Gray
70169-1,Agent Stealth Patrol,49.99,30.0,10.0,Action/Adventure,2015.0,474,166,22,Black,White
70170-1,UltraCopter vs. AntiMatter,79.99,57.0,10.0,Action/Adventure,2015.0,612,205,23,Black,White
70171-1,Ultrasonic Showdown,19.99,40.0,10.0,Action/Adventure,2015.0,184,89,17,Black,White
70172-1,AntiMatter's Portal Hideout,69.99,70.0,,Action/Adventure,2015.0,473,187,27,Black,Gray
70173-1,Ultra Agents Ocean HQ,99.99,199.0,10.0,Action/Adventure,2015.0,1202,303,21,Black,Gray
70220-1,Strainor's Saber Cycle,14.99,6.0,4.0,Action/Adventure,2015.0,160,93,18,Gray,Gray
70221-1,Flinx's Ultimate Phoenix,19.99,16.0,4.0,Action/Adventure,2015.0,172,88,16,Red,Gray
70222-1,Tormak's Shadow Blazer,29.99,15.0,5.0,Action/Adventure,2015.0,310,170,17,Black,Yellow
70223-1,Icebite's Claw Driller,49.99,33.0,,Action/Adventure,2015.0,628,216,20,White,Gray
70224-1,Tiger's Mobile Command,79.99,65.0,5.0,Action/Adventure,2015.0,711,227,19,Black,Yellow
70225-1,Bladvic's Rumble Bear,39.99,27.0,5.0,Action/Adventure,2015.0,414,181,18,Red,Gray
70227-1,King Crominus' Rescue,89.99,60.0,5.0,Action/Adventure,2015.0,862,268,25,Black,Gray
70229-1, Lion Tribe Pack,9.99,6.0,8.0,Action/Adventure,2015.0,78,51,14,Yellow,Tan
70230-1,Ice Bear Tribe Pack,9.99,7.0,3.0,Action/Adventure,2015.0,75,53,9,White,Transparent
70231-1,Crocodile Tribe Pack,9.99,8.0,8.0,Action/Adventure,2015.0,72,47,15,Green,Gray
70232-1,Saber Tooth Tiger Tribe Pack,9.99,7.0,,Action/Adventure,2015.0,80,53,11,Gray,Transparent
70409-1,Shipwreck Defence,12.99,11.0,12.899999999999999,Historical,2015.0,89,65,19,Brown,Black
70410-1,Soldiers Outpost,19.99,21.0,12.899999999999999,Historical,2015.0,174,108,23,Brown,White
70411-1,Treasure Island,19.99,39.0,15.0,Historical,2015.0,196,126,22,Gray,Gray
70412-1,Soldiers Fort,29.99,37.0,11.100000000000001,Historical,2015.0,250,143,24,White,Brown
70413-1,The Brick Bounty,99.99,124.0,24.0,Historical,2015.0,775,272,20,Black,Brown
70730-1,Chain Cycle Ambush,29.99,25.0,4.0,Action/Adventure,2015.0,298,138,21,Black,Transparent
70731-1,Jay Walker One,39.99,20.0,5.0,Action/Adventure,2015.0,385,150,21,Black,Blue
70732-1,City of Stiix,99.99,95.0,19.2,Action/Adventure,2015.0,1068,406,32,Black,Brown
70733-1, Blaster Bike,19.99,10.0,5.0,Action/Adventure,2015.0,211,101,19,Black,Yellow
70734-1,Master Wu Dragon,39.99,37.0,23.0,Action/Adventure,2015.0,622,272,29,White,Gray
70735-1,Ronin R.E.X.,49.99,31.0,5.0,Action/Adventure,2015.0,546,223,27,Gray,Black
70736-1,Attack of the Morro Dragon,69.99,68.0,10.0,Action/Adventure,2015.0,656,190,25,Black,Green
70737-1,Titan Mech Battle,59.99,57.0,5.0,Action/Adventure,2015.0,778,264,25,Black,Gray
70738-1,Final Flight of Destiny's Bounty,119.99,80.0,10.0,Action/Adventure,2015.0,1315,500,32,Black,Brown
70745-1,Anacondrai Crusher,19.99,10.0,10.0,Action/Adventure,2015.0,230,108,15,Black,White
70746-1,Condrai Copter Attack,29.99,18.0,12.899999999999999,Action/Adventure,2015.0,310,108,18,Black,Tan
70747-1,Boulder Blaster,29.99,18.0,5.0,Action/Adventure,2015.0,245,111,20,Black,Gray
70748-1,Titanium Dragon,39.99,31.0,19.2,Action/Adventure,2015.0,360,152,24,White,Gray
70749-1,Enter the Serpent,59.99,49.0,14.100000000000001,Action/Adventure,2015.0,528,177,24,Gray,Tan
70750-1,Ninja DB X,79.99,82.0,9.0,Action/Adventure,2015.0,755,241,22,Black,Red
70751-1,Temple of Airjitzu,199.99,199.0,10.0,Action/Adventure,2015.0,2102,554,36,Black,Brown
70752-1,Jungle Trap,6.99,6.0,21.0,Action/Adventure,2015.0,64,44,16,Gray,Red
70753-1,Lava Falls,7.99,10.0,15.0,Action/Adventure,2015.0,102,72,16,Black,Gray
70754-1,ElectroMech,14.99,14.0,10.0,Action/Adventure,2015.0,152,76,18,Gray,Blue
70755-1,Jungle Raider ,19.99,15.0,9.0,Action/Adventure,2015.0,187,89,17,Black,Gray
70756-1,Dojo Showdown,24.99,30.0,5.0,Action/Adventure,2015.0,214,102,18,Brown,Black
70817-1,Batman & Super Angry Kitty Attack,9.99,15.0,8.0,Licensed,2015.0,129,79,10,Black,Gray
70818-1,Double-Decker Couch,14.99,25.0,23.0,Licensed,2015.0,207,91,23,Blue,Gray
70819-1,Bad Cop Car Chase,29.99,28.0,7.0,Licensed,2015.0,311,142,14,Black,Gray
71016-1,Kwik-E-Mart,199.99,205.0,9.0,Licensed,2015.0,2273,593,39,Gray,Black
75060-1,Slave I,199.99,187.0,28.200000000000003,Licensed,2015.0,2054,434,25,Gray,Black
75072-1,ARC-170 Starfighter,9.99,8.0,17.2,Licensed,2015.0,101,56,10,White,Gray
75073-1,Vulture Droid,9.99,7.0,3.0,Licensed,2015.0,81,42,10,Gray,Gray
75074-1,Snowspeeder,9.99,6.0,15.0,Licensed,2015.0,102,50,10,Gray,White
75075-1,AT-AT,9.99,5.0,25.0,Licensed,2015.0,93,45,7,Gray,Gray
75076-1,Republic Gunship,9.99,9.0,19.2,Licensed,2015.0,115,61,11,White,Gray
